day,date,home_team,result,away_team
Saturday,March 27,FC Dallas,1-1,HOU
Thursday,April 1,HOU,2-1,Real Salt Lake
Saturday,April 10,HOU,0-2,LA Galaxy
Saturday,April 17,HOU,3-0,Chivas USA
Saturday,April 24,Chicago,2-0,HOU
Saturday,May 1,HOU,3-0,Sporting KC
Wednesday,May 5,HOU,0-1,FC Dallas
Saturday,May 8,Chivas USA,0-2,HOU
Thursday,May 13,Real Salt Lake,3-1,HOU
Saturday,May 22,HOU,2-0,D.C. United
Saturday,May 29,HOU,2-3,Philadelphia
Wednesday,June 2,NY Red Bulls,2-1,HOU
Saturday,June 5,LA Galaxy,4-1,HOU
Saturday,June 26,HOU,2-2,Colorado
Thursday,July 1,Toronto FC,1-1,HOU
Saturday,July 10,HOU,0-0,Columbus
Saturday,July 24,Columbus,3-0,HOU
Saturday,July 31,HOU,2-2,NY Red Bulls
Sunday,August 8,Seattle,2-0,HOU
Saturday,August 14,New England,1-0,HOU
Saturday,August 21,HOU,4-3,Chicago
Saturday,August 28,Colorado,3-0,HOU
Sunday,September 5,HOU,1-2,San Jose
Saturday,September 18,HOU,1-2,Toronto FC
Wednesday,September 22,Sporting KC,4-3,HOU
Saturday,September 25,D.C. United,1-3,HOU
Saturday,October 2,Philadelphia,1-1,HOU
Sunday,October 10,HOU,1-2,New England
Saturday,October 16,San Jose,0-1,HOU
Saturday,October 23,Seattle,2-1,HOU
