day,date,home_team,result,away_team
Saturday,March 27,SJ,0-3,Real Salt Lake
Saturday,April 10,Chicago,1-2,SJ
Saturday,April 17,SJ,2-0,New England
Saturday,April 24,Chivas USA,3-2,SJ
Saturday,May 1,SJ,1-0,Colorado
Saturday,May 8,SJ,4-0,NY Red Bulls
Saturday,May 15,New England,0-0,SJ
Saturday,May 22,Seattle,0-1,SJ
Saturday,May 29,SJ,1-3,Toronto FC
Wednesday,June 2,SJ,2-2,Columbus
Saturday,June 5,FC Dallas,2-0,SJ
Friday,June 25,Real Salt Lake,0-0,SJ
Saturday,July 3,SJ,1-1,D.C. United
Saturday,July 10,Philadelphia,1-2,SJ
Thursday,July 22,LA Galaxy,2-2,SJ
Saturday,July 31,Seattle,0-1,SJ
Saturday,August 7,Colorado,1-0,SJ
Saturday,August 14,SJ,1-0,Sporting KC
Saturday,August 21,SJ,1-0,LA Galaxy
Saturday,August 28,NY Red Bulls,2-0,SJ
Sunday,September 5,Houston,1-2,SJ
Saturday,September 11,SJ,0-0,FC Dallas
Wednesday,September 15,SJ,1-0,Philadelphia
Saturday,September 25,Toronto FC,2-3,SJ
Wednesday,September 29,SJ,0-3,Chicago
Saturday,October 2,Columbus,0-0,SJ
Saturday,October 9,D.C. United,0-2,SJ
Saturday,October 16,SJ,0-1,Houston
Wednesday,October 20,SJ,3-0,Chivas USA
Saturday,October 23,Sporting KC,4-1,SJ
