day,date,home_team,result,away_team
Saturday,March 27,San Jose,0-3,RSL
Thursday,April 1,Houston,2-1,RSL
Saturday,April 10,Seattle,2-2,RSL
Saturday,April 17,LA Galaxy,2-1,RSL
Saturday,April 24,Columbus,1-0,RSL
Saturday,May 1,RSL,2-1,Toronto FC
Saturday,May 8,RSL,3-0,Philadelphia
Thursday,May 13,RSL,3-1,Houston
Saturday,May 22,Chivas USA,1-2,RSL
Saturday,May 29,RSL,4-1,Sporting KC
Saturday,June 5,D.C. United,0-0,RSL
Wednesday,June 9,RSL,1-0,LA Galaxy
Friday,June 25,RSL,0-0,San Jose
Friday,July 2,RSL,5-0,New England
Thursday,July 8,Chicago,0-1,RSL
Saturday,July 17,FC Dallas,2-0,RSL
Saturday,July 24,RSL,1-1,Chivas USA
Saturday,July 31,RSL,3-0,D.C. United
Saturday,August 7,Sporting KC,1-1,RSL
Wednesday,August 11,Philadelphia,1-1,RSL
Saturday,August 14,RSL,2-0,Columbus
Saturday,August 28,Toronto FC,0-0,RSL
Saturday,September 4,RSL,1-0,NY Red Bulls
Thursday,September 9,Seattle,0-0,RSL
Saturday,September 18,RSL,1-0,Chicago
Saturday,September 25,RSL,1-1,Colorado
Saturday,October 2,New England,1-2,RSL
Saturday,October 9,NY Red Bulls,0-0,RSL
Saturday,October 16,RSL,2-0,FC Dallas
Saturday,October 23,Colorado,2-2,RSL
