day,date,home_team,result,away_team
Saturday,March 4,SJ,1-0,Montreal
Saturday,March 11,SJ,3-2,Vancouver
Saturday,March 18,Sporting KC,2-1,SJ
Saturday,April 1,NYCFC,2-1,SJ
Saturday,April 8,Seattle,1-1,SJ
Friday,April 14,SJ,1-1,FC Dallas
Wednesday,April 19,New England,0-0,SJ
Saturday,April 22,Houston,2-0,SJ
Saturday,April 29,Minnesota,0-1,SJ
Saturday,May 6,SJ,3-0,Portland
Saturday,May 13,Colorado,3-0,SJ
Wednesday,May 17,SJ,1-1,Orlando
Saturday,May 20,FC Dallas,0-1,SJ
Saturday,May 27,SJ,2-4,LA Galaxy
Friday,June 2,Portland,2-0,SJ
Saturday,June 17,SJ,0-0,Sporting KC
Saturday,June 24,SJ,2-1,Real Salt Lake
Saturday,July 1,SJ,2-1,LA Galaxy
Tuesday,July 4,Atlanta,4-2,SJ
Wednesday,July 19,NY Red Bulls,5-1,SJ
Sunday,July 23,Seattle,3-0,SJ
Saturday,July 29,SJ,1-0,Colorado
Saturday,August 5,SJ,2-1,Columbus
Saturday,August 12,Houston,3-0,SJ
Saturday,August 19,SJ,2-2,Philadelphia
Wednesday,August 23,Real Salt Lake,4-0,SJ
Sunday,August 27,LA Galaxy,0-3,SJ
Saturday,September 9,Toronto FC,4-0,SJ
Saturday,September 16,SJ,1-0,Houston
Saturday,September 23,D.C. United,4-0,SJ
Wednesday,September 27,SJ,1-4,Chicago
Saturday,September 30,SJ,2-1,Portland
Sunday,October 15,Vancouver,1-1,SJ
Sunday,October 22,SJ,3-2,Minnesota
