day,date,home_team,result,away_team
Saturday,March 4,CLB,1-1,Chicago
Saturday,March 11,Houston,3-1,CLB
Saturday,March 18,D.C. United,0-2,CLB
Saturday,March 25,CLB,3-2,Portland
Saturday,April 1,CLB,2-0,Orlando
Saturday,April 8,Chicago,1-0,CLB
Saturday,April 15,CLB,2-1,Toronto FC
Saturday,April 22,NY Red Bulls,2-0,CLB
Saturday,April 29,CLB,2-3,NYCFC
Saturday,May 6,CLB,2-0,New England
Wednesday,May 10,CLB,1-2,Toronto FC
Saturday,May 13,Montreal,2-3,CLB
Sunday,May 21,New England,2-1,CLB
Friday,May 26,Toronto FC,5-0,CLB
Wednesday,May 31,Seattle,3-0,CLB
Saturday,June 3,Colorado,2-1,CLB
Saturday,June 17,Atlanta,3-1,CLB
Saturday,June 24,CLB,4-1,Montreal
Saturday,July 1,CLB,0-2,Atlanta
Tuesday,July 4,Minnesota,0-1,CLB
Saturday,July 22,CLB,1-0,Philadelphia
Wednesday,July 26,Philadelphia,3-0,CLB
Saturday,July 29,Real Salt Lake,2-2,CLB
Saturday,August 5,San Jose,2-1,CLB
Saturday,August 12,CLB,3-1,Chicago
Saturday,August 19,Orlando,1-1,CLB
Wednesday,August 23,CLB,2-0,LA Galaxy
Saturday,August 26,CLB,2-1,FC Dallas
Sunday,September 10,CLB,1-1,Sporting KC
Saturday,September 16,Vancouver,2-2,CLB
Saturday,September 23,CLB,3-2,NY Red Bulls
Saturday,September 30,CLB,2-0,D.C. United
Sunday,October 15,Orlando,0-1,CLB
Sunday,October 22,NYCFC,2-2,CLB
