day,date,home_team,result,away_team
Saturday,March 4,Houston,2-1,SEA
Saturday,March 11,Montreal,2-2,SEA
Sunday,March 19,SEA,3-1,NY Red Bulls
Friday,March 31,SEA,0-0,Atlanta
Saturday,April 8,San Jose,1-1,SEA
Friday,April 14,Vancouver,2-1,SEA
Sunday,April 23,LA Galaxy,0-3,SEA
Saturday,April 29,SEA,3-3,New England
Saturday,May 6,SEA,0-1,Toronto FC
Saturday,May 13,Chicago,4-1,SEA
Wednesday,May 17,Sporting KC,3-0,SEA
Saturday,May 20,SEA,1-0,Real Salt Lake
Saturday,May 27,SEA,1-0,Portland
Wednesday,May 31,Columbus,3-0,SEA
Sunday,June 4,SEA,1-0,Houston
Saturday,June 17,NYCFC,2-1,SEA
Wednesday,June 21,SEA,1-1,Orlando
Sunday,June 25,Portland,2-2,SEA
Tuesday,July 4,Colorado,1-3,SEA
Wednesday,July 19,SEA,4-3,D.C. United
Sunday,July 23,SEA,3-0,San Jose
Saturday,July 29,LA Galaxy,0-0,SEA
Saturday,August 5,Minnesota,0-4,SEA
Saturday,August 12,SEA,1-0,Sporting KC
Sunday,August 20,SEA,2-1,Minnesota
Wednesday,August 23,Vancouver,1-1,SEA
Sunday,August 27,SEA,1-1,Portland
Sunday,September 10,SEA,1-1,LA Galaxy
Saturday,September 16,FC Dallas,0-0,SEA
Saturday,September 23,Real Salt Lake,2-0,SEA
Wednesday,September 27,SEA,3-0,Vancouver
Sunday,October 1,Philadelphia,2-0,SEA
Sunday,October 15,SEA,4-0,FC Dallas
Sunday,October 22,SEA,3-0,Colorado
