Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
E3,07/08/99,Brighton,Mansfield,6,0,H,,,,,,,,,,,,,,,,,,,,,
E3,07/08/99,Carlisle,Leyton Orient,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,07/08/99,Cheltenham,Rochdale,0,2,A,,,,,,,,,,,,,,,,,,,,,
E3,07/08/99,Chester,Barnet,0,2,A,,,,,,,,,,,,,,,,,,,,,
E3,07/08/99,Exeter,Hull,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,07/08/99,Halifax,Darlington,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,07/08/99,Lincoln,Rotherham,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,07/08/99,Macclesfield,Northampton,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,07/08/99,Peterboro,Hartlepool,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,07/08/99,Shrewsbury,Torquay,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,07/08/99,Southend,Plymouth,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,07/08/99,York,Swansea,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,14/08/99,Barnet,Exeter,2,2,D,,,,,,,,,,,,,,,,,,,,,
E3,14/08/99,Darlington,Macclesfield,3,0,H,,,,,,,,,,,,,,,,,,,,,
E3,14/08/99,Hartlepool,Halifax,0,2,A,,,,,,,,,,,,,,,,,,,,,
E3,14/08/99,Hull,Lincoln,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,14/08/99,Leyton Orient,Brighton,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,14/08/99,Mansfield,Cheltenham,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,14/08/99,Northampton,Peterboro,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,14/08/99,Plymouth,Shrewsbury,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,14/08/99,Rochdale,Southend,2,0,H,,,,,,,,,,,,,,,,,,,,,
E3,14/08/99,Rotherham,Chester,4,0,H,,,,,,,,,,,,,,,,,,,,,
E3,14/08/99,Swansea,Carlisle,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,14/08/99,Torquay,York,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,18/08/99,Chester,Northampton,0,2,A,,,,,,,,,,,,,,,,,,,,,
E3,21/08/99,Brighton,Torquay,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,21/08/99,Carlisle,Hartlepool,0,3,A,,,,,,,,,,,,,,,,,,,,,
E3,21/08/99,Cheltenham,Hull,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,21/08/99,Exeter,Rotherham,3,1,H,,,,,,,,,,,,,,,,,,,,,
E3,21/08/99,Halifax,Plymouth,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,21/08/99,Lincoln,Barnet,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,21/08/99,Macclesfield,Swansea,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,21/08/99,Peterboro,Leyton Orient,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,21/08/99,Shrewsbury,Darlington,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,21/08/99,Southend,Mansfield,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,21/08/99,York,Rochdale,0,3,A,,,,,,,,,,,,,,,,,,,,,
E3,27/08/99,Northampton,Lincoln,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,28/08/99,Barnet,York,6,3,H,,,,,,,,,,,,,,,,,,,,,
E3,28/08/99,Darlington,Brighton,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,28/08/99,Hartlepool,Cheltenham,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,28/08/99,Hull,Macclesfield,2,3,A,,,,,,,,,,,,,,,,,,,,,
E3,28/08/99,Leyton Orient,Halifax,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,28/08/99,Mansfield,Carlisle,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,28/08/99,Plymouth,Peterboro,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,28/08/99,Rochdale,Exeter,0,2,A,,,,,,,,,,,,,,,,,,,,,
E3,28/08/99,Rotherham,Shrewsbury,4,0,H,,,,,,,,,,,,,,,,,,,,,
E3,28/08/99,Swansea,Southend,3,1,H,,,,,,,,,,,,,,,,,,,,,
E3,28/08/99,Torquay,Chester,2,2,D,,,,,,,,,,,,,,,,,,,,,
E3,30/08/99,Carlisle,Plymouth,4,2,H,,,,,,,,,,,,,,,,,,,,,
E3,30/08/99,Cheltenham,Barnet,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,30/08/99,Chester,Rochdale,0,2,A,,,,,,,,,,,,,,,,,,,,,
E3,30/08/99,Exeter,Mansfield,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,30/08/99,Lincoln,Swansea,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,30/08/99,Macclesfield,Rotherham,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,30/08/99,Peterboro,Darlington,4,2,H,,,,,,,,,,,,,,,,,,,,,
E3,30/08/99,Southend,Leyton Orient,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,30/08/99,York,Northampton,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,31/08/99,Brighton,Hull,3,0,H,,,,,,,,,,,,,,,,,,,,,
E3,31/08/99,Halifax,Torquay,2,0,H,,,,,,,,,,,,,,,,,,,,,
E3,31/08/99,Shrewsbury,Hartlepool,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,03/09/99,Hull,Chester,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,03/09/99,Leyton Orient,Shrewsbury,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,03/09/99,Mansfield,Peterboro,3,1,H,,,,,,,,,,,,,,,,,,,,,
E3,03/09/99,Rochdale,Halifax,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,04/09/99,Darlington,Exeter,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,04/09/99,Hartlepool,Southend,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,04/09/99,Northampton,Carlisle,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,04/09/99,Rotherham,York,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,04/09/99,Torquay,Lincoln,5,2,H,,,,,,,,,,,,,,,,,,,,,
E3,05/09/99,Barnet,Macclesfield,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,05/09/99,Plymouth,Brighton,3,3,D,,,,,,,,,,,,,,,,,,,,,
E3,11/09/99,Carlisle,Lincoln,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,11/09/99,Chester,Exeter,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,11/09/99,Halifax,Brighton,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,11/09/99,Macclesfield,Southend,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,11/09/99,Mansfield,Leyton Orient,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,11/09/99,Northampton,Hartlepool,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,11/09/99,Plymouth,Rotherham,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,11/09/99,Rochdale,Darlington,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,11/09/99,Swansea,Barnet,1,2,A,,,,,,,,,,,,,,,,,,,,,
E3,11/09/99,Torquay,Hull,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,11/09/99,York,Peterboro,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,12/09/99,Cheltenham,Shrewsbury,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,18/09/99,Barnet,Northampton,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,18/09/99,Brighton,Chester,2,3,A,,,,,,,,,,,,,,,,,,,,,
E3,18/09/99,Darlington,Mansfield,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,18/09/99,Exeter,York,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,18/09/99,Hartlepool,Plymouth,3,0,H,,,,,,,,,,,,,,,,,,,,,
E3,18/09/99,Hull,Swansea,2,0,H,,,,,,,,,,,,,,,,,,,,,
E3,18/09/99,Leyton Orient,Torquay,0,2,A,,,,,,,,,,,,,,,,,,,,,
E3,18/09/99,Lincoln,Macclesfield,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,18/09/99,Peterboro,Cheltenham,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,18/09/99,Rotherham,Rochdale,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,18/09/99,Shrewsbury,Carlisle,4,1,H,,,,,,,,,,,,,,,,,,,,,
E3,18/09/99,Southend,Halifax,4,1,H,,,,,,,,,,,,,,,,,,,,,
E3,24/09/99,Mansfield,Shrewsbury,4,0,H,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Brighton,Cheltenham,1,0,H,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Chester,Lincoln,1,3,A,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Darlington,Plymouth,2,0,H,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Exeter,Macclesfield,0,3,A,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Halifax,Carlisle,5,2,H,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Hull,York,1,1,D,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Leyton Orient,Hartlepool,2,1,H,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Rochdale,Swansea,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Rotherham,Northampton,3,0,H,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Southend,Peterboro,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,25/09/99,Torquay,Barnet,0,1,A,,,,,,,,,,,,,,,,,,,,,
E3,02/10/99,Barnet,Hull,0,0,D,,,,,,,,,,,,,,,,,,,,,
E3,02/10/99,Carlisle,Southend,1,1,D,,,,,,,,,,,,,,,,,,,,,
