day,date,home_team,result,away_team
Saturday,March 8,D.C. United,0-3,CLB
Saturday,March 22,CLB,2-1,Philadelphia
Saturday,March 29,Seattle,1-2,CLB
Saturday,April 5,CLB,0-2,Toronto FC
Sunday,April 13,San Jose,1-1,CLB
Saturday,April 19,CLB,1-1,D.C. United
Saturday,April 26,CLB,1-1,NY Red Bulls
Sunday,May 4,Sporting KC,2-0,CLB
Wednesday,May 7,Houston,1-0,CLB
Saturday,May 10,CLB,0-1,Vancouver
Saturday,May 17,Portland,3-3,CLB
Saturday,May 24,CLB,2-0,Chicago
Saturday,May 31,Toronto FC,3-2,CLB
Wednesday,June 4,CLB,1-1,Real Salt Lake
Saturday,June 7,D.C. United,0-0,CLB
Sunday,June 29,CLB,0-0,FC Dallas
Friday,July 4,Colorado,1-1,CLB
Saturday,July 12,NY Red Bulls,4-1,CLB
Wednesday,July 16,CLB,1-2,Sporting KC
Saturday,July 19,CLB,2-1,Montreal
Saturday,July 26,New England,1-2,CLB
Saturday,August 2,Chicago,1-1,CLB
Saturday,August 9,CLB,2-3,Toronto FC
Saturday,August 16,CLB,4-1,LA Galaxy
Saturday,August 23,CLB,3-0,Houston
Saturday,August 30,Montreal,2-0,CLB
Sunday,September 7,CLB,3-0,Chivas USA
Saturday,September 13,Houston,2-2,CLB
Saturday,September 20,CLB,1-0,New England
Saturday,September 27,CLB,2-0,Montreal
Saturday,October 4,New England,2-1,CLB
Saturday,October 11,Philadelphia,2-3,CLB
Sunday,October 19,NY Red Bulls,1-3,CLB
Sunday,October 26,CLB,2-1,Philadelphia
