day,date,home_team,result,away_team
Saturday,March 8,LA,0-1,Real Salt Lake
Saturday,March 22,Real Salt Lake,1-1,LA
Sunday,April 6,Chivas USA,0-3,LA
Saturday,April 12,LA,1-0,Vancouver
Saturday,April 19,Vancouver,2-2,LA
Saturday,May 3,Colorado,1-0,LA
Sunday,May 11,Portland,1-1,LA
Saturday,May 17,Houston,1-0,LA
Wednesday,May 21,LA,2-1,FC Dallas
Sunday,May 25,LA,4-1,Philadelphia
Sunday,June 1,Chicago,1-1,LA
Sunday,June 8,LA,1-1,Chivas USA
Saturday,June 28,San Jose,0-1,LA
Friday,July 4,LA,2-2,Portland
Saturday,July 12,LA,1-0,Real Salt Lake
Wednesday,July 16,LA,5-1,New England
Saturday,July 19,Sporting KC,2-1,LA
Monday,July 28,Seattle,0-3,LA
Saturday,August 2,LA,3-1,Portland
Friday,August 8,LA,2-2,San Jose
Saturday,August 16,Columbus,4-1,LA
Wednesday,August 20,Colorado,3-4,LA
Saturday,August 23,LA,2-0,Vancouver
Wednesday,August 27,LA,4-1,D.C. United
Sunday,August 31,Chivas USA,0-3,LA
Friday,September 5,LA,6-0,Colorado
Wednesday,September 10,Montreal,2-2,LA
Sunday,September 14,San Jose,1-1,LA
Saturday,September 20,LA,2-1,FC Dallas
Sunday,September 28,LA,4-0,NY Red Bulls
Saturday,October 4,LA,3-0,Toronto FC
Sunday,October 12,FC Dallas,2-1,LA
Sunday,October 19,Seattle,2-2,LA
Saturday,October 25,Seattle,2-0,LA
