Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
D2,28/07/93,Chemnitz,Wuppertaler,0,0,D,,,,,,,,,,,,,,,,,,,,,
D2,28/07/93,CZ Jena,Hertha,1,1,D,,,,,,,,,,,,,,,,,,,,,
D2,28/07/93,Hansa Rostock,Munich 1860,4,0,H,,,,,,,,,,,,,,,,,,,,,
D2,28/07/93,Homburg,St Pauli,2,1,H,,,,,,,,,,,,,,,,,,,,,
D2,28/07/93,Mannheim,F Koln,1,1,D,,,,,,,,,,,,,,,,,,,,,
D2,28/07/93,Meppen,Bochum,0,1,A,,,,,,,,,,,,,,,,,,,,,
D2,28/07/93,RW Essen,Saarbrucken,3,1,H,,,,,,,,,,,,,,,,,,,,,
D2,28/07/93,Stuttgarter K,Hannover,0,0,D,,,,,,,,,,,,,,,,,,,,,
D2,28/07/93,TB Berlin,Mainz,0,1,A,,,,,,,,,,,,,,,,,,,,,
D2,28/07/93,Wolfsburg,Uerdingen,3,0,H,,,,,,,,,,,,,,,,,,,,,
D2,31/07/93,Bochum,Hansa Rostock,2,0,H,,,,,,,,,,,,,,,,,,,,,
D2,31/07/93,F Koln,Wolfsburg,2,0,H,,,,,,,,,,,,,,,,,,,,,
D2,31/07/93,Hannover,TB Berlin,0,1,A,,,,,,,,,,,,,,,,,,,,,
D2,31/07/93,Hertha,Mannheim,1,0,H,,,,,,,,,,,,,,,,,,,,,
D2,31/07/93,Mainz,CZ Jena,2,0,H,,,,,,,,,,,,,,,,,,,,,
D2,31/07/93,Munich 1860,RW Essen,1,0,H,,,,,,,,,,,,,,,,,,,,,
D2,31/07/93,Saarbrucken,Stuttgarter K,3,0,H,,,,,,,,,,,,,,,,,,,,,
D2,31/07/93,St Pauli,Chemnitz,3,0,H,,,,,,,,,,,,,,,,,,,,,
D2,31/07/93,Uerdingen,Homburg,0,1,A,,,,,,,,,,,,,,,,,,,,,
D2,31/07/93,Wuppertaler,Meppen,0,1,A,,,,,,,,,,,,,,,,,,,,,
D2,07/08/93,Chemnitz,Uerdingen,1,4,A,,,,,,,,,,,,,,,,,,,,,
D2,07/08/93,CZ Jena,Mannheim,2,2,D,,,,,,,,,,,,,,,,,,,,,
D2,07/08/93,Hansa Rostock,Wuppertaler,0,1,A,,,,,,,,,,,,,,,,,,,,,
D2,07/08/93,Homburg,F Koln,1,2,A,,,,,,,,,,,,,,,,,,,,,
D2,07/08/93,Mainz,Hannover,1,0,H,,,,,,,,,,,,,,,,,,,,,
D2,07/08/93,Meppen,St Pauli,1,1,D,,,,,,,,,,,,,,,,,,,,,
D2,07/08/93,RW Essen,Bochum,0,2,A,,,,,,,,,,,,,,,,,,,,,
D2,07/08/93,Stuttgarter K,Munich 1860,0,2,A,,,,,,,,,,,,,,,,,,,,,
D2,07/08/93,TB Berlin,Saarbrucken,0,4,A,,,,,,,,,,,,,,,,,,,,,
D2,07/08/93,Wolfsburg,Hertha,1,0,H,,,,,,,,,,,,,,,,,,,,,
D2,14/08/93,Bochum,Stuttgarter K,3,1,H,,,,,,,,,,,,,,,,,,,,,
D2,14/08/93,F Koln,Chemnitz,0,1,A,,,,,,,,,,,,,,,,,,,,,
D2,14/08/93,Hannover,CZ Jena,1,0,H,,,,,,,,,,,,,,,,,,,,,
D2,14/08/93,Hertha,Homburg,1,0,H,,,,,,,,,,,,,,,,,,,,,
D2,14/08/93,Mannheim,Wolfsburg,1,1,D,,,,,,,,,,,,,,,,,,,,,
D2,14/08/93,Munich 1860,TB Berlin,2,1,H,,,,,,,,,,,,,,,,,,,,,
D2,14/08/93,Saarbrucken,Mainz,2,0,H,,,,,,,,,,,,,,,,,,,,,
D2,14/08/93,St Pauli,Hansa Rostock,2,4,A,,,,,,,,,,,,,,,,,,,,,
D2,14/08/93,Uerdingen,Meppen,1,0,H,,,,,,,,,,,,,,,,,,,,,
D2,14/08/93,Wuppertaler,RW Essen,0,0,D,,,,,,,,,,,,,,,,,,,,,
D2,21/08/93,Chemnitz,Hertha,1,1,D,,,,,,,,,,,,,,,,,,,,,
D2,21/08/93,CZ Jena,Wolfsburg,2,0,H,,,,,,,,,,,,,,,,,,,,,
D2,21/08/93,Hannover,Saarbrucken,4,1,H,,,,,,,,,,,,,,,,,,,,,
D2,21/08/93,Hansa Rostock,Uerdingen,2,0,H,,,,,,,,,,,,,,,,,,,,,
D2,21/08/93,Homburg,Mannheim,3,0,H,,,,,,,,,,,,,,,,,,,,,
D2,21/08/93,Mainz,Munich 1860,1,1,D,,,,,,,,,,,,,,,,,,,,,
D2,21/08/93,Meppen,F Koln,4,2,H,,,,,,,,,,,,,,,,,,,,,
D2,21/08/93,RW Essen,St Pauli,0,0,D,,,,,,,,,,,,,,,,,,,,,
D2,21/08/93,Stuttgarter K,Wuppertaler,1,0,H,,,,,,,,,,,,,,,,,,,,,
D2,21/08/93,TB Berlin,Bochum,1,1,D,,,,,,,,,,,,,,,,,,,,,
D2,28/08/93,Bochum,Mainz,2,0,H,,,,,,,,,,,,,,,,,,,,,
D2,28/08/93,F Koln,Hansa Rostock,0,0,D,,,,,,,,,,,,,,,,,,,,,
D2,28/08/93,Hertha,Meppen,1,1,D,,,,,,,,,,,,,,,,,,,,,
D2,28/08/93,Mannheim,Chemnitz,1,0,H,,,,,,,,,,,,,,,,,,,,,
D2,28/08/93,Munich 1860,Hannover,2,2,D,,,,,,,,,,,,,,,,,,,,,
D2,28/08/93,Saarbrucken,CZ Jena,2,1,H,,,,,,,,,,,,,,,,,,,,,
D2,28/08/93,St Pauli,Stuttgarter K,3,0,H,,,,,,,,,,,,,,,,,,,,,
D2,28/08/93,Uerdingen,RW Essen,2,0,H,,,,,,,,,,,,,,,,,,,,,
D2,28/08/93,Wolfsburg,Homburg,2,0,H,,,,,,,,,,,,,,,,,,,,,
D2,28/08/93,Wuppertaler,TB Berlin,1,0,H,,,,,,,,,,,,,,,,,,,,,
D2,04/09/93,Chemnitz,Wolfsburg,1,1,D,,,,,,,,,,,,,,,,,,,,,
D2,04/09/93,CZ Jena,Homburg,2,1,H,,,,,,,,,,,,,,,,,,,,,
D2,04/09/93,Hannover,Bochum,0,0,D,,,,,,,,,,,,,,,,,,,,,
D2,04/09/93,Hansa Rostock,Hertha,2,2,D,,,,,,,,,,,,,,,,,,,,,
D2,04/09/93,Mainz,Wuppertaler,1,1,D,,,,,,,,,,,,,,,,,,,,,
D2,04/09/93,Meppen,Mannheim,1,0,H,,,,,,,,,,,,,,,,,,,,,
D2,04/09/93,RW Essen,F Koln,3,0,H,,,,,,,,,,,,,,,,,,,,,
D2,04/09/93,Saarbrucken,Munich 1860,0,2,A,,,,,,,,,,,,,,,,,,,,,
D2,04/09/93,Stuttgarter K,Uerdingen,0,2,A,,,,,,,,,,,,,,,,,,,,,
D2,04/09/93,TB Berlin,St Pauli,0,0,D,,,,,,,,,,,,,,,,,,,,,
D2,18/09/93,Bochum,Saarbrucken,4,0,H,,,,,,,,,,,,,,,,,,,,,
D2,18/09/93,F Koln,Stuttgarter K,2,1,H,,,,,,,,,,,,,,,,,,,,,
D2,18/09/93,Hertha,RW Essen,3,4,A,,,,,,,,,,,,,,,,,,,,,
D2,18/09/93,Homburg,Chemnitz,4,0,H,,,,,,,,,,,,,,,,,,,,,
D2,18/09/93,Mannheim,Hansa Rostock,3,3,D,,,,,,,,,,,,,,,,,,,,,
D2,18/09/93,Munich 1860,CZ Jena,2,0,H,,,,,,,,,,,,,,,,,,,,,
D2,18/09/93,St Pauli,Mainz,1,0,H,,,,,,,,,,,,,,,,,,,,,
D2,18/09/93,Uerdingen,TB Berlin,3,1,H,,,,,,,,,,,,,,,,,,,,,
D2,18/09/93,Wolfsburg,Meppen,3,2,H,,,,,,,,,,,,,,,,,,,,,
D2,18/09/93,Wuppertaler,Hannover,0,0,D,,,,,,,,,,,,,,,,,,,,,
D2,25/09/93,CZ Jena,Chemnitz,0,2,A,,,,,,,,,,,,,,,,,,,,,
D2,25/09/93,Hannover,St Pauli,4,1,H,,,,,,,,,,,,,,,,,,,,,
D2,25/09/93,Hansa Rostock,Wolfsburg,2,0,H,,,,,,,,,,,,,,,,,,,,,
D2,25/09/93,Mainz,Uerdingen,1,1,D,,,,,,,,,,,,,,,,,,,,,
D2,25/09/93,Meppen,Homburg,2,1,H,,,,,,,,,,,,,,,,,,,,,
D2,25/09/93,Munich 1860,Bochum,4,1,H,,,,,,,,,,,,,,,,,,,,,
