Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
D2,02/08/96,F Koln,Wolfsburg,2,0,H,1,0,H,,,,,,,,,,,
D2,03/08/96,Essen,Stuttgarter K,0,4,A,0,4,A,,,,,,,,,,,
D2,03/08/96,Hertha,Mainz,1,0,H,0,0,D,,,,,,,,,,,
D2,03/08/96,Leipzig,Uerdingen,3,1,H,2,0,H,,,,,,,,,,,
D2,03/08/96,Zwickau,Mannheim,2,0,H,1,0,H,,,,,,,,,,,
D2,04/08/96,Gutersloh,CZ Jena,0,0,D,0,0,D,,,,,,,,,,,
D2,04/08/96,Lubeck,Ein Frankfurt,1,1,D,0,0,D,,,,,,,,,,,
D2,04/08/96,Oldenburg,Meppen,1,1,D,1,0,H,,,,,,,,,,,
D2,06/08/96,Mainz,Leipzig,2,1,H,0,0,D,,,,,,,,,,,
D2,07/08/96,CZ Jena,Essen,4,0,H,1,0,H,,,,,,,,,,,
D2,07/08/96,Ein Frankfurt,Zwickau,2,1,H,1,1,D,,,,,,,,,,,
D2,07/08/96,Mannheim,F Koln,3,3,D,2,1,H,,,,,,,,,,,
D2,07/08/96,Meppen,Lubeck,2,0,H,0,0,D,,,,,,,,,,,
D2,07/08/96,Stuttgarter K,Kaiserslautern,0,2,A,0,1,A,,,,,,,,,,,
D2,07/08/96,Uerdingen,Gutersloh,0,2,A,0,1,A,,,,,,,,,,,
D2,07/08/96,Unterhaching,Oldenburg,1,1,D,1,1,D,,,,,,,,,,,
D2,07/08/96,Wolfsburg,Hertha,1,1,D,0,1,A,,,,,,,,,,,
D2,16/08/96,F Koln,Hertha,2,0,H,0,0,D,,,,,,,,,,,
D2,17/08/96,Kaiserslautern,CZ Jena,2,0,H,2,0,H,,,,,,,,,,,
D2,17/08/96,Zwickau,Meppen,1,1,D,1,1,D,,,,,,,,,,,
D2,18/08/96,Essen,Uerdingen,1,2,A,0,0,D,,,,,,,,,,,
D2,18/08/96,Gutersloh,Mainz,0,0,D,0,0,D,,,,,,,,,,,
D2,18/08/96,Leipzig,Wolfsburg,0,2,A,0,1,A,,,,,,,,,,,
D2,18/08/96,Lubeck,Unterhaching,0,0,D,0,0,D,,,,,,,,,,,
D2,18/08/96,Oldenburg,Stuttgarter K,1,1,D,1,0,H,,,,,,,,,,,
D2,19/08/96,Mannheim,Ein Frankfurt,1,2,A,1,1,D,,,,,,,,,,,
D2,23/08/96,Mainz,Essen,2,1,H,1,1,D,,,,,,,,,,,
D2,23/08/96,Unterhaching,Zwickau,2,1,H,2,1,H,,,,,,,,,,,
D2,24/08/96,Wolfsburg,Gutersloh,3,0,H,1,0,H,,,,,,,,,,,
D2,25/08/96,CZ Jena,Oldenburg,3,1,H,2,1,H,,,,,,,,,,,
D2,25/08/96,Ein Frankfurt,F Koln,3,1,H,0,0,D,,,,,,,,,,,
D2,25/08/96,Meppen,Mannheim,1,1,D,1,0,H,,,,,,,,,,,
D2,25/08/96,Stuttgarter K,Lubeck,2,3,A,1,1,D,,,,,,,,,,,
D2,25/08/96,Uerdingen,Kaiserslautern,0,1,A,0,0,D,,,,,,,,,,,
D2,26/08/96,Hertha,Leipzig,1,1,D,0,1,A,,,,,,,,,,,
D2,06/09/96,Essen,Wolfsburg,0,1,A,0,1,A,,,,,,,,,,,
D2,06/09/96,Kaiserslautern,Mainz,1,1,D,0,0,D,,,,,,,,,,,
D2,07/09/96,F Koln,Leipzig,2,3,A,0,0,D,,,,,,,,,,,
D2,07/09/96,Mannheim,Unterhaching,1,1,D,0,0,D,,,,,,,,,,,
D2,08/09/96,Gutersloh,Hertha,1,0,H,1,0,H,,,,,,,,,,,
D2,08/09/96,Lubeck,CZ Jena,1,0,H,0,0,D,,,,,,,,,,,
D2,08/09/96,Oldenburg,Uerdingen,1,2,A,0,0,D,,,,,,,,,,,
D2,09/09/96,Ein Frankfurt,Meppen,0,1,A,0,1,A,,,,,,,,,,,
D2,10/09/96,Zwickau,Stuttgarter K,0,1,A,0,1,A,,,,,,,,,,,
D2,13/09/96,Mainz,Oldenburg,3,0,H,2,0,H,,,,,,,,,,,
D2,14/09/96,Leipzig,Gutersloh,3,1,H,3,0,H,,,,,,,,,,,
D2,14/09/96,Stuttgarter K,Mannheim,2,1,H,1,0,H,,,,,,,,,,,
D2,14/09/96,Uerdingen,Lubeck,5,0,H,2,0,H,,,,,,,,,,,
D2,15/09/96,CZ Jena,Zwickau,2,1,H,0,0,D,,,,,,,,,,,
D2,15/09/96,Hertha,Essen,7,3,H,4,1,H,,,,,,,,,,,
D2,15/09/96,Meppen,F Koln,0,3,A,0,1,A,,,,,,,,,,,
D2,15/09/96,Unterhaching,Ein Frankfurt,2,1,H,1,0,H,,,,,,,,,,,
D2,16/09/96,Wolfsburg,Kaiserslautern,0,0,D,0,0,D,,,,,,,,,,,
D2,20/09/96,F Koln,Gutersloh,3,0,H,1,0,H,,,,,,,,,,,
D2,20/09/96,Kaiserslautern,Hertha,0,0,D,0,0,D,,,,,,,,,,,
