Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
D1,19/08/94,Leverkusen,Kaiserslautern,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,19/08/94,Schalke 04,M'gladbach,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,19/08/94,Stuttgart,Hamburg,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,20/08/94,Bayern Munich,Bochum,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,20/08/94,Dortmund,Munich 1860,4,0,H,,,,,,,,,,,,,,,,,,,,,
D1,20/08/94,Dresden,Werder Bremen,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,20/08/94,Ein Frankfurt,FC Koln,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,20/08/94,Karlsruhe,Freiburg,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,20/08/94,Uerdingen,Duisburg,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,23/08/94,Bochum,Dresden,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,23/08/94,FC Koln,Dortmund,1,6,A,,,,,,,,,,,,,,,,,,,,,
D1,23/08/94,Freiburg,Bayern Munich,5,1,H,,,,,,,,,,,,,,,,,,,,,
D1,23/08/94,Kaiserslautern,Ein Frankfurt,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,23/08/94,Munich 1860,Stuttgart,0,2,A,,,,,,,,,,,,,,,,,,,,,
D1,24/08/94,Duisburg,Schalke 04,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,24/08/94,Hamburg,Uerdingen,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,24/08/94,M'gladbach,Karlsruhe,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,24/08/94,Werder Bremen,Leverkusen,3,2,H,,,,,,,,,,,,,,,,,,,,,
D1,26/08/94,Dortmund,Kaiserslautern,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,26/08/94,Dresden,Freiburg,1,3,A,,,,,,,,,,,,,,,,,,,,,
D1,27/08/94,Bayern Munich,M'gladbach,3,0,H,,,,,,,,,,,,,,,,,,,,,
D1,27/08/94,Karlsruhe,Duisburg,4,1,H,,,,,,,,,,,,,,,,,,,,,
D1,27/08/94,Schalke 04,Hamburg,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,27/08/94,Stuttgart,FC Koln,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,27/08/94,Uerdingen,Munich 1860,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,27/08/94,Werder Bremen,Bochum,3,0,H,,,,,,,,,,,,,,,,,,,,,
D1,28/08/94,Leverkusen,Ein Frankfurt,4,0,H,,,,,,,,,,,,,,,,,,,,,
D1,02/09/94,Duisburg,Bayern Munich,0,3,A,,,,,,,,,,,,,,,,,,,,,
D1,02/09/94,Freiburg,Werder Bremen,1,3,A,,,,,,,,,,,,,,,,,,,,,
D1,02/09/94,M'gladbach,Dresden,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,03/09/94,Bochum,Leverkusen,1,3,A,,,,,,,,,,,,,,,,,,,,,
D1,03/09/94,Ein Frankfurt,Dortmund,4,1,H,,,,,,,,,,,,,,,,,,,,,
D1,03/09/94,FC Koln,Uerdingen,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,03/09/94,Hamburg,Karlsruhe,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,03/09/94,Kaiserslautern,Stuttgart,3,2,H,,,,,,,,,,,,,,,,,,,,,
D1,03/09/94,Munich 1860,Schalke 04,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,17/09/94,Bayern Munich,Hamburg,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,17/09/94,Bochum,Freiburg,1,3,A,,,,,,,,,,,,,,,,,,,,,
D1,17/09/94,Dresden,Duisburg,4,2,H,,,,,,,,,,,,,,,,,,,,,
D1,17/09/94,Karlsruhe,Munich 1860,3,1,H,,,,,,,,,,,,,,,,,,,,,
