Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
SP2,31/08/96,Almeria,Las Palmas,0,0,D,,,,,,,,,,,,,,,,,,,,,
SP2,31/08/96,Leganes,Orense,5,0,H,,,,,,,,,,,,,,,,,,,,,
SP2,31/08/96,Levante,Salamanca,2,2,D,,,,,,,,,,,,,,,,,,,,,
SP2,31/08/96,Lleida,Osasuna,0,0,D,,,,,,,,,,,,,,,,,,,,,
SP2,01/09/96,Alaves,Villarreal,2,1,H,,,,,,,,,,,,,,,,,,,,,
SP2,01/09/96,Eibar,Barcelona B,1,0,H,,,,,,,,,,,,,,,,,,,,,
SP2,01/09/96,Mallorca,Ath Madrid B,2,1,H,,,,,,,,,,,,,,,,,,,,,
SP2,01/09/96,Merida,Albacete,4,0,H,,,,,,,,,,,,,,,,,,,,,
SP2,01/09/96,Real Madrid B,Badajoz,1,3,A,,,,,,,,,,,,,,,,,,,,,
SP2,01/09/96,Toledo,Ecija,4,0,H,,,,,,,,,,,,,,,,,,,,,
SP2,07/09/96,Ath Madrid B,Alaves,1,2,A,,,,,,,,,,,,,,,,,,,,,
SP2,07/09/96,Barcelona B,Lleida,0,0,D,,,,,,,,,,,,,,,,,,,,,
SP2,07/09/96,Salamanca,Eibar,0,1,A,,,,,,,,,,,,,,,,,,,,,
SP2,08/09/96,Albacete,Real Madrid B,2,2,D,,,,,,,,,,,,,,,,,,,,,
SP2,08/09/96,Badajoz,Mallorca,3,1,H,,,,,,,,,,,,,,,,,,,,,
SP2,08/09/96,Ecija,Almeria,0,1,A,,,,,,,,,,,,,,,,,,,,,
SP2,08/09/96,Las Palmas,Leganes,2,0,H,,,,,,,,,,,,,,,,,,,,,
SP2,08/09/96,Orense,Merida,2,0,H,,,,,,,,,,,,,,,,,,,,,
SP2,08/09/96,Osasuna,Toledo,0,1,A,,,,,,,,,,,,,,,,,,,,,
SP2,08/09/96,Villarreal,Levante,2,0,H,,,,,,,,,,,,,,,,,,,,,
SP2,14/09/96,Albacete,Orense,2,0,H,,,,,,,,,,,,,,,,,,,,,
SP2,14/09/96,Almeria,Osasuna,0,3,A,,,,,,,,,,,,,,,,,,,,,
SP2,14/09/96,Levante,Ath Madrid B,3,2,H,,,,,,,,,,,,,,,,,,,,,
SP2,14/09/96,Real Madrid B,Mallorca,0,1,A,,,,,,,,,,,,,,,,,,,,,
SP2,15/09/96,Alaves,Badajoz,1,0,H,,,,,,,,,,,,,,,,,,,,,
SP2,15/09/96,Eibar,Villarreal,2,0,H,,,,,,,,,,,,,,,,,,,,,
SP2,15/09/96,Leganes,Ecija,4,1,H,,,,,,,,,,,,,,,,,,,,,
SP2,15/09/96,Lleida,Salamanca,3,1,H,,,,,,,,,,,,,,,,,,,,,
SP2,15/09/96,Merida,Las Palmas,2,0,H,,,,,,,,,,,,,,,,,,,,,
SP2,15/09/96,Toledo,Barcelona B,2,2,D,,,,,,,,,,,,,,,,,,,,,
SP2,21/09/96,Ath Madrid B,Eibar,0,1,A,,,,,,,,,,,,,,,,,,,,,
SP2,21/09/96,Ecija,Merida,0,2,A,,,,,,,,,,,,,,,,,,,,,
SP2,21/09/96,Villarreal,Lleida,2,1,H,,,,,,,,,,,,,,,,,,,,,
SP2,22/09/96,Badajoz,Levante,1,1,D,,,,,,,,,,,,,,,,,,,,,
SP2,22/09/96,Barcelona B,Almeria,3,2,H,,,,,,,,,,,,,,,,,,,,,
SP2,22/09/96,Las Palmas,Albacete,3,1,H,,,,,,,,,,,,,,,,,,,,,
SP2,22/09/96,Mallorca,Alaves,3,1,H,,,,,,,,,,,,,,,,,,,,,
SP2,22/09/96,Orense,Real Madrid B,1,2,A,,,,,,,,,,,,,,,,,,,,,
SP2,22/09/96,Osasuna,Leganes,0,0,D,,,,,,,,,,,,,,,,,,,,,
SP2,22/09/96,Salamanca,Toledo,3,1,H,,,,,,,,,,,,,,,,,,,,,
SP2,28/09/96,Eibar,Badajoz,0,0,D,,,,,,,,,,,,,,,,,,,,,
SP2,28/09/96,Leganes,Barcelona B,2,2,D,,,,,,,,,,,,,,,,,,,,,
SP2,29/09/96,Albacete,Ecija,2,0,H,,,,,,,,,,,,,,,,,,,,,
SP2,29/09/96,Almeria,Salamanca,2,2,D,,,,,,,,,,,,,,,,,,,,,
SP2,29/09/96,Levante,Mallorca,1,2,A,,,,,,,,,,,,,,,,,,,,,
SP2,29/09/96,Lleida,Ath Madrid B,5,1,H,,,,,,,,,,,,,,,,,,,,,
SP2,29/09/96,Merida,Osasuna,2,1,H,,,,,,,,,,,,,,,,,,,,,
