round,home_team,home_score,away_score,away_team,notes
1,Frankfurt,0,0,Hamburger,
1,RW Essen,2,0,Hannover,"(Hohnhausen 79, Lippens 87)"
1,Dortmund,3,0,Arminia,"(Weist 12, Ritschel 52, Bücker 81)"
1,Hertha,5,3,K'lautern,"(Brungs 26, Schwager 44 o, Horr 68 p, Steffenhagen77, J.Weber 82 - Rehhagel 5 p, Hosic 30, Fuchs 45)"
1,Stuttgart,1,1,Bayern,(Handschuh 24 - Hansen 22)
1,Duisburg,2,2,Oberhausen,"(Pavlic 17, Huttary 75 - Kobluhn 29, Krauthausen 57)"
1,B'schweig,3,3,Schalke,"(Erler 16, Ulsaß 31, Deppe 52 - Wittkamp 57, 64,Pirkner 9)"
1,Werder,1,1,1. FC Köln,(B.Schmidt 25 - Löhr 85)
1,M'gladbach,2,0,Offenbach,"(Bonhof 79, Köppel 87)"
2,1. FC Köln,3,1,B'schweig,"(Simmet 15, Cullmann 22, Löhr 63 - Erler 19)"
2,Schalke,1,0,Duisburg,(Scheer 76)
2,Oberhausen,1,2,Stuttgart,"(Dick 73 - Weiß 54, Olsson 62)"
2,Bayern,1,0,Hertha,(Brenninger 72)
2,K'lautern,1,0,Dortmund,(Rehhagel 50)
2,Arminia,0,0,RW Essen,
2,Hannover,1,2,Frankfurt,"(Keller 26 - Hölzenbein 66, Rohrbach 76)"
2,Hamburger,2,2,M'gladbach,"(Zaczyk 62 p, U.Seeler 70 - Heynckes 7, Netzer 30)"
2,Offenbach,2,1,Werder,"(H.Kremers 23 p, Gecks 49 - Björnmose 80)"
3,Frankfurt,1,1,Arminia,(Kalb 39 - Stockhausen 59)
3,Dortmund,0,0,Bayern,
3,Hertha,3,1,Oberhausen,"(Steffenhagen 48, Hort 87, Brungs 89 - Brozulat 35)"
3,Stuttgart,1,1,Schalke,(Weiß 12 - Fischer 50)
3,B'schweig,1,0,Werder,(Ulsaß 8)
3,M'gladbach,0,0,Hannover[Aug 29],
3,RW Essen,4,0,K'lautern,"(Lippens 28, 43, Beer 49, Fürhoff 75)"
4,K'lautern,2,0,Frankfurt,"(Friedrich 20, Vogt 75)"
4,Offenbach,0,2,B'schweig,"(Erler 12, Grzyb 44)[Sep 5]"
4,Werder,0,2,Duisburg,"(Dietz 59, Budde 81)"
4,1. FC Köln,2,1,Stuttgart,"(Parits 34, Flohe 70 - Weidmann 74)"
4,Schalke,0,1,Hertha,(Sperlich 80)
4,Oberhausen,0,1,Dortmund,(Wosab 24)
4,Bayern,2,2,RW Essen,"(Roth 6, G.Müller 37 - Hohnhausen 58, Lippens 65)"
4,Arminia,0,2,M'gladbach,"(Köppel 31, Laumen 57)"
4,Hannover,0,3,Hamburger,"(U.Seeler 11, Hönig 34, Zaczyk 65)"
5,Stuttgart,3,0,Werder,"(Weiß 68, Weidle 77, Gress 78)"
5,Duisburg,0,0,B'schweig[Sep 12],
5,Frankfurt,0,1,Bayern,(Roth 63)
5,RW Essen,3,3,Oberhausen,"(Schumacher 7, Brozulat 22, Fürhoff 73 - Lippens17, 88, Karbowiak 56)"
5,Dortmund,1,2,Schalke,"(Wosab 22 p - Rüssmann 9, Pirkner 45)"
5,Hertha,3,2,1. FC Köln,"(Patzke 51, Brungs 54, Horr 78 - Parits 48, 73)"
5,Hannover,1,1,Offenbach,(Weller 87 - Bechtold 63)
5,Hamburger,3,2,Arminia,"(G.Dörfel 31, D.Schulz 33 o, Sandmann 50 - Kuster56, Slomiany 75)"
5,M'gladbach,5,0,K'lautern,"(Laumen 4, 66, Köppel 12, 87, Wimmer 25)"
6,B'schweig,4,0,Stuttgart,"(Ulsaß 15, 18, Deppe 20, Polywka 59)"
6,Werder,0,0,Hertha,
6,1. FC Köln,2,2,Dortmund,"(Rupp 28, Biskup 87 p - Weist 68, Weinkauff 77)"
6,Schalke,4,1,RW Essen,"(van Haaren 26 p, 57, Rüssmann 37, Pohlschmidt 79 -Lippens 15)"
6,Oberhausen,0,0,Frankfurt,
6,Bayern,2,2,M'gladbach,"(Schwarzenbeck 14, G.Müller 74 - Sieloff 64 p,Heynckes 90)"
6,K'lautern,2,0,Hamburger,"(Blusch 11, Zaczyk 88)"
6,Arminia,3,1,Hannover,"(Kuster 44, 79, Stockhausen 59 - Brune 22)"
6,Offenbach,2,0,Duisburg,"(Winkler 26, Kraft 36)"
7,Frankfurt,1,0,Schalke,(Nickel 39)
7,RW Essen,2,0,1. FC Köln,"(Jung 4, Lippens 72)"
7,Hertha,1,0,B'schweig,(T.Wild 41)
7,Stuttgart,1,0,Duisburg,(Haug 53)
7,Arminia,2,0,Offenbach,"(Kuster 26, 59) [67 Kuster (Arminia) m/pen]"
7,Hannover,2,1,K'lautern,"(Bertl 30, Keller 80 - Hosic 61)"
7,Hamburger,1,5,Bayern,"(G.Dörfel 26 - Roth 30, 44, 71, G.Müller 42,Mrosko 53) [90 Zaczyk (Hamburger) m/pen]"
8,Duisburg,1,0,Hertha,(Budde 67)
8,B'schweig,3,0,Dortmund,"(Deppe 18, 37, Merkhoffer 63)"
8,Werder,1,1,RW Essen,(Björnmose 13 - Hohnhausen 63)
8,1. FC Köln,0,0,Frankfurt,
8,Schalke,0,0,M'gladbach,
8,Oberhausen,8,1,Hamburger,"(Schumacher 13, 29, 52, 78, Krauthausen 45, 60,Sühnholz 16, Kobluhn 82 p - Hönig 7)"
8,Bayern,4,1,Hannover,"(Roth 84, 88, Mrosko 9, G.Müller 20 - Keller 54)"
8,K'lautern,3,0,Arminia,"(Vogt 29, 61, Reinders 74)"
8,Offenbach,3,3,Stuttgart,"(H.Kremers 23 p, Weida 55, Winkler 63 - Weiß 35,68 p, Haug 88 p) [75 H.Kremers (Offenbach) m/pen][Sep 30]"
8,M'gladbach,6,0,Oberhausen,"(Netzer 5, 69, Heynckes 23, Sieloff 49 p, L.Müller53, Laumen 80)"
9,Frankfurt,0,2,Werder,"(Windhausen 43, 57)"
9,RW Essen,0,1,B'schweig,(Gersdorff 15)
9,Dortmund,5,1,Duisburg,"(Weist 48, 87, Trimhold 2, Bücker 44, Neuberger 59 - Heidemann 24) [89 Lehmann (Duisburg) m/pen]"
