day,date,home_team,result,away_team
Saturday,March 23,RBNY,3-1,New England
Wednesday,March 27,RBNY,0-1,Columbus
Saturday,April 6,Columbus,1-2,RBNY
Saturday,April 13,Colorado,1-2,RBNY
Saturday,April 20,RBNY,0-2,Chicago
Saturday,April 27,RBNY,1-1,San Jose
Saturday,May 4,RBNY,1-2,FC Dallas
Saturday,May 11,San Jose,2-1,RBNY
Saturday,May 18,D.C. United,4-2,RBNY
Saturday,May 25,RBNY,1-1,Sporting KC
Saturday,June 15,RBNY,5-0,LA Galaxy
Saturday,June 22,Chicago,0-1,RBNY
Wednesday,June 26,RBNY,0-1,Colorado
Saturday,June 29,New England,0-2,RBNY
Thursday,July 4,FC Dallas,2-0,RBNY
Saturday,July 6,Columbus,2-3,RBNY
Saturday,July 13,RBNY,2-3,Chicago
Saturday,July 20,RBNY,4-3,New England
Wednesday,July 24,Sporting KC,1-3,RBNY
Saturday,July 27,Chicago,3-0,RBNY
Wednesday,July 31,RBNY,2-3,Columbus
Saturday,August 17,RBNY,1-3,FC Dallas
Sunday,August 25,RBNY,1-0,D.C. United
Saturday,August 31,LA Galaxy,3-0,RBNY
Thursday,September 5,FC Dallas,1-3,RBNY
Thursday,September 12,RBNY,0-1,D.C. United
Saturday,September 14,D.C. United,2-1,RBNY
Saturday,September 21,New England,3-0,RBNY
