day,date,home_team,result,away_team
Saturday,March 23,LA Galaxy,2-1,DC
Saturday,March 30,DC,2-0,Chicago
Wednesday,April 3,Colorado,2-0,DC
Saturday,April 6,FC Dallas,2-1,DC
Saturday,April 20,DC,2-1,Sporting KC
Saturday,April 27,Columbus,1-0,DC
Saturday,May 4,DC,0-3,Chicago
Sunday,May 12,DC,1-1,Columbus
Saturday,May 18,DC,4-2,NY Red Bulls
Saturday,June 8,DC,3-2,New England
Saturday,June 15,Sporting KC,2-0,DC
Wednesday,June 19,DC,2-0,Colorado
Saturday,June 29,DC,1-0,LA Galaxy
Thursday,July 4,Sporting KC,2-1,DC
Saturday,July 6,New England,2-0,DC
Saturday,July 13,DC,1-3,Columbus
Saturday,July 20,Chicago,0-0,DC
Wednesday,July 24,Columbus,1-0,DC
Saturday,July 27,DC,0-1,New England
Wednesday,July 31,Chicago,0-0,DC
Saturday,August 10,DC,0-0,Sporting KC
Saturday,August 17,San Jose,2-2,DC
Sunday,August 25,NY Red Bulls,1-0,DC
Saturday,August 31,DC,4-2,San Jose
Saturday,September 7,New England,3-0,DC
Thursday,September 12,NY Red Bulls,0-1,DC
Saturday,September 14,DC,2-1,NY Red Bulls
Thursday,September 19,DC,3-4,FC Dallas
