day,date,home_team,result,away_team
Saturday,March 23,Sporting KC,1-1,COL
Saturday,March 30,COL,1-0,San Jose
Wednesday,April 3,COL,2-0,D.C. United
Saturday,April 13,COL,1-2,NY Red Bulls
Saturday,April 20,San Jose,2-0,COL
Saturday,April 27,LA Galaxy,0-1,COL
Saturday,May 11,COL,2-0,Sporting KC
Saturday,May 18,FC Dallas,3-1,COL
Wednesday,May 22,COL,5-2,New England
Saturday,June 1,COL,3-2,LA Galaxy
Saturday,June 8,FC Dallas,4-1,COL
Saturday,June 15,COL,1-2,New England
Wednesday,June 19,D.C. United,2-0,COL
Saturday,June 22,San Jose,4-0,COL
Wednesday,June 26,NY Red Bulls,0-1,COL
Thursday,July 4,COL,3-2,Chicago
Sunday,July 7,Chicago,2-1,COL
Saturday,July 13,COL,1-3,LA Galaxy
Saturday,July 20,Columbus,1-1,COL
Wednesday,July 24,New England,2-3,COL
Saturday,July 27,COL,2-2,FC Dallas
Saturday,August 10,COL,2-1,Columbus
Saturday,August 17,LA Galaxy,4-0,COL
Saturday,August 24,COL,3-0,San Jose
Wednesday,August 28,New England,3-1,COL
Sunday,September 1,COL,3-2,FC Dallas
Saturday,September 14,Sporting KC,1-2,COL
Friday,September 20,COL,1-1,Sporting KC
