day,date,home_team,result,away_team
Saturday,March 23,SKC,1-1,Colorado
Saturday,April 13,SKC,2-0,San Jose
Saturday,April 20,D.C. United,2-1,SKC
Saturday,April 27,FC Dallas,1-1,SKC
Saturday,May 4,SKC,1-2,LA Galaxy
Saturday,May 11,Colorado,2-0,SKC
Saturday,May 18,SKC,2-1,LA Galaxy
Saturday,May 25,NY Red Bulls,1-1,SKC
Saturday,June 1,SKC,2-2,FC Dallas
Saturday,June 8,San Jose,3-0,SKC
Saturday,June 15,SKC,2-0,D.C. United
Wednesday,June 19,Columbus,1-1,SKC
Saturday,June 22,SKC,3-2,New England
Saturday,June 29,San Jose,2-1,SKC
Thursday,July 4,SKC,2-1,D.C. United
Saturday,July 6,SKC,1-1,FC Dallas
Saturday,July 13,New England,2-4,SKC
Saturday,July 20,LA Galaxy,2-2,SKC
Wednesday,July 24,SKC,1-3,NY Red Bulls
Saturday,July 27,SKC,2-1,San Jose
Wednesday,July 31,FC Dallas,0-1,SKC
Saturday,August 10,D.C. United,0-0,SKC
Wednesday,August 14,Chicago,5-1,SKC
Sunday,August 18,SKC,0-4,Columbus
Wednesday,August 21,LA Galaxy,2-1,SKC
Saturday,August 31,SKC,2-1,Chicago
Saturday,September 14,SKC,1-2,Colorado
Friday,September 20,Colorado,1-1,SKC
