day,date,home_team,result,away_team
Saturday,March 23,CLB,0-2,Chicago
Wednesday,March 27,NY Red Bulls,0-1,CLB
Saturday,April 6,CLB,1-2,NY Red Bulls
Saturday,April 20,CLB,0-2,New England
Saturday,April 27,CLB,1-0,D.C. United
Saturday,May 4,San Jose,3-2,CLB
Sunday,May 12,D.C. United,1-1,CLB
Saturday,May 18,CLB,2-0,San Jose
Saturday,May 25,CLB,1-1,FC Dallas
Sunday,June 2,Chicago,5-4,CLB
Wednesday,June 12,New England,1-2,CLB
Saturday,June 15,CLB,2-1,San Jose
Wednesday,June 19,CLB,1-1,Sporting KC
Saturday,June 29,FC Dallas,1-0,CLB
Thursday,July 4,New England,4-1,CLB
Saturday,July 6,CLB,2-3,NY Red Bulls
Saturday,July 13,D.C. United,1-3,CLB
Saturday,July 20,CLB,1-1,Colorado
Wednesday,July 24,CLB,1-0,D.C. United
Saturday,July 27,LA Galaxy,2-1,CLB
Wednesday,July 31,NY Red Bulls,2-3,CLB
Saturday,August 10,Colorado,2-1,CLB
Wednesday,August 14,CLB,3-2,LA Galaxy
Sunday,August 18,Sporting KC,0-4,CLB
Saturday,August 31,CLB,0-0,New England
Saturday,September 7,San Jose,4-3,CLB
Saturday,September 14,CLB,2-0,Chicago
Sunday,September 22,Chicago,2-1,CLB
