day,date,home_team,result,away_team
Saturday,April 3,D.C. United,2-1,SJ
Saturday,April 10,SJ,0-0,Chicago
Saturday,April 17,New England,1-3,SJ
Saturday,April 24,Colorado,1-0,SJ
Saturday,May 1,SJ,1-1,D.C. United
Saturday,May 8,SJ,5-5,NY Red Bulls
Saturday,May 15,FC Dallas,1-2,SJ
Saturday,May 22,SJ,4-2,LA Galaxy
Saturday,May 29,Columbus,1-0,SJ
Saturday,June 12,SJ,3-1,NY Red Bulls
Saturday,June 19,Chicago,1-1,SJ
Saturday,June 26,SJ,1-1,Sporting KC
Sunday,July 4,LA Galaxy,2-1,SJ
Wednesday,July 7,SJ,1-2,FC Dallas
Saturday,July 10,NY Red Bulls,2-0,SJ
Saturday,July 17,SJ,3-1,Colorado
Saturday,July 24,SJ,2-2,New England
Saturday,August 7,SJ,2-0,D.C. United
Wednesday,August 11,Chicago,2-1,SJ
Saturday,August 14,Sporting KC,0-2,SJ
Saturday,August 21,SJ,3-0,FC Dallas
Saturday,August 28,SJ,0-0,Colorado
Saturday,September 4,New England,0-1,SJ
Wednesday,September 8,SJ,0-1,Columbus
Saturday,September 11,LA Galaxy,2-1,SJ
Saturday,September 18,Sporting KC,1-0,SJ
Saturday,September 25,SJ,0-0,LA Galaxy
Saturday,October 2,Colorado,1-1,SJ
Saturday,October 9,SJ,0-0,Sporting KC
Saturday,October 16,FC Dallas,2-2,SJ
