day,date,home_team,result,away_team
Saturday,April 3,Columbus,1-3,RBNY
Saturday,April 17,RBNY,3-2,D.C. United
Sunday,April 25,RBNY,1-1,New England
Saturday,May 1,Chicago,3-0,RBNY
Saturday,May 8,San Jose,5-5,RBNY
Saturday,May 15,RBNY,1-1,Chicago
Saturday,May 22,New England,1-1,RBNY
Sunday,May 30,RBNY,1-0,Sporting KC
Saturday,June 5,RBNY,0-2,FC Dallas
Saturday,June 12,San Jose,3-1,RBNY
Saturday,June 19,RBNY,2-1,LA Galaxy
Wednesday,June 23,LA Galaxy,0-3,RBNY
Saturday,June 26,New England,2-1,RBNY
Wednesday,June 30,RBNY,2-3,Colorado
Saturday,July 3,D.C. United,6-2,RBNY
Saturday,July 10,RBNY,2-0,San Jose
Saturday,July 17,Chicago,1-1,RBNY
Saturday,July 24,RBNY,2-1,Chicago
Wednesday,July 28,Sporting KC,1-2,RBNY
Sunday,August 8,RBNY,3-0,LA Galaxy
Sunday,August 15,RBNY,0-1,FC Dallas
Saturday,August 21,Colorado,1-0,RBNY
Sunday,August 29,RBNY,1-1,Columbus
Saturday,September 4,Sporting KC,1-0,RBNY
Saturday,September 11,RBNY,3-2,New England
Saturday,September 18,Columbus,4-2,RBNY
Saturday,September 25,FC Dallas,0-2,RBNY
Saturday,October 2,RBNY,0-1,D.C. United
Saturday,October 9,RBNY,1-1,Columbus
Sunday,October 17,D.C. United,3-2,RBNY
