day,date,home_team,result,away_team
Sunday,March 8,SKC,1-1,NY Red Bulls
Saturday,March 14,FC Dallas,3-1,SKC
Saturday,March 21,SKC,0-0,Portland
Saturday,March 28,NYCFC,0-1,SKC
Sunday,April 5,SKC,3-2,Philadelphia
Saturday,April 11,SKC,0-0,Real Salt Lake
Saturday,April 18,LA Galaxy,2-1,SKC
Saturday,April 25,Houston,4-4,SKC
Sunday,May 3,SKC,1-0,Chicago
Saturday,May 9,D.C. United,1-1,SKC
Wednesday,May 20,SKC,4-2,New England
Saturday,May 23,Seattle,0-0,SKC
Friday,May 29,SKC,4-0,FC Dallas
Saturday,June 6,Seattle,1-0,SKC
Sunday,June 21,Real Salt Lake,2-1,SKC
Saturday,June 27,SKC,2-0,Colorado
Sunday,July 12,Vancouver,0-1,SKC
Saturday,July 18,SKC,2-1,Montreal
Friday,July 24,Real Salt Lake,2-1,SKC
Saturday,August 1,SKC,1-1,Houston
Saturday,August 8,Toronto FC,1-3,SKC
Saturday,August 15,SKC,4-3,Vancouver
Wednesday,August 19,SKC,0-5,San Jose
Saturday,August 22,Columbus,3-2,SKC
Saturday,August 29,Colorado,2-1,SKC
Wednesday,September 9,Portland,0-0,SKC
Sunday,September 13,Orlando,3-1,SKC
Friday,September 18,SKC,3-1,FC Dallas
Wednesday,September 23,Houston,1-0,SKC
Sunday,September 27,Seattle,1-1,SKC
Saturday,October 3,Portland,0-1,SKC
Friday,October 16,San Jose,1-0,SKC
Wednesday,October 21,SKC,0-2,Colorado
Sunday,October 25,SKC,2-1,LA Galaxy
