day,date,home_team,result,away_team
Saturday,March 7,FC Dallas,1-0,SJ
Saturday,March 14,Seattle,2-3,SJ
Sunday,March 22,SJ,2-1,Chicago
Saturday,March 28,New England,2-1,SJ
Sunday,April 5,SJ,0-1,Real Salt Lake
Saturday,April 11,SJ,1-0,Vancouver
Friday,April 17,NY Red Bulls,2-0,SJ
Friday,May 1,Real Salt Lake,1-1,SJ
Tuesday,May 5,Houston,0-1,SJ
Friday,May 8,Colorado,1-1,SJ
Saturday,May 16,SJ,2-0,Columbus
Sunday,May 24,SJ,1-1,Orlando
Saturday,May 30,Toronto FC,3-1,SJ
Sunday,June 7,SJ,0-0,FC Dallas
Saturday,June 20,Seattle,0-2,SJ
Saturday,June 27,SJ,3-1,LA Galaxy
Sunday,July 5,Portland,1-0,SJ
Friday,July 10,SJ,0-2,Houston
Friday,July 17,LA Galaxy,5-2,SJ
Sunday,July 26,Vancouver,3-1,SJ
Sunday,August 2,SJ,0-0,Portland
Saturday,August 8,Houston,2-1,SJ
Friday,August 14,SJ,1-0,Colorado
Wednesday,August 19,Sporting KC,0-5,SJ
Saturday,August 22,D.C. United,0-2,SJ
Friday,August 28,SJ,1-0,LA Galaxy
Saturday,September 5,SJ,1-2,Philadelphia
Saturday,September 12,Seattle,1-1,SJ
Wednesday,September 16,SJ,1-1,Montreal
Saturday,September 19,NYCFC,3-2,SJ
Sunday,September 27,SJ,1-0,Real Salt Lake
Saturday,October 3,SJ,1-1,Vancouver
Friday,October 16,SJ,1-0,Sporting KC
Sunday,October 25,FC Dallas,2-1,SJ
