day,date,home_team,result,away_team
Saturday,March 7,DC,1-0,Montreal
Sunday,March 22,NY Red Bulls,2-0,DC
Saturday,March 28,DC,1-0,LA Galaxy
Friday,April 3,Orlando,0-1,DC
Saturday,April 11,DC,2-2,NY Red Bulls
Saturday,April 18,DC,1-1,Houston
Saturday,April 25,Vancouver,1-2,DC
Saturday,May 2,DC,2-0,Columbus
Saturday,May 9,DC,1-1,Sporting KC
Wednesday,May 13,DC,2-1,Orlando
Sunday,May 17,Philadelphia,1-0,DC
Saturday,May 23,New England,1-1,DC
Wednesday,May 27,Portland,1-0,DC
Saturday,May 30,DC,2-1,Philadelphia
Wednesday,June 3,DC,3-1,Chicago
Saturday,June 6,DC,1-2,Toronto FC
Sunday,June 14,Orlando,1-0,DC
Sunday,June 21,DC,2-1,New England
Wednesday,June 24,Chicago,0-1,DC
Saturday,June 27,Toronto FC,0-0,DC
Friday,July 3,Seattle,1-0,DC
Saturday,July 18,FC Dallas,2-1,DC
Sunday,July 26,DC,3-2,Philadelphia
Saturday,August 1,DC,6-4,Real Salt Lake
Saturday,August 8,Montreal,0-1,DC
Thursday,August 13,NYCFC,3-1,DC
Saturday,August 22,DC,0-2,San Jose
Sunday,August 30,NY Red Bulls,3-0,DC
Saturday,September 12,Colorado,1-1,DC
Saturday,September 19,DC,1-2,Columbus
Saturday,September 26,Montreal,2-0,DC
Friday,October 2,DC,2-1,NYCFC
Sunday,October 18,DC,4-0,Chicago
Sunday,October 25,Columbus,5-0,DC
