day,date,home_team,result,away_team
Saturday,March 7,Philadelphia,0-0,COL
Saturday,March 21,COL,0-0,NYCFC
Saturday,March 28,Houston,0-0,COL
Saturday,April 4,COL,0-2,New England
Friday,April 10,FC Dallas,0-4,COL
Saturday,April 18,Seattle,1-3,COL
Friday,April 24,COL,1-1,FC Dallas
Wednesday,April 29,NY Red Bulls,1-1,COL
Saturday,May 2,LA Galaxy,1-1,COL
Friday,May 8,COL,1-1,San Jose
Saturday,May 23,COL,1-0,Vancouver
Wednesday,May 27,Seattle,1-0,COL
Saturday,May 30,COL,1-2,Portland
Sunday,June 7,Real Salt Lake,0-0,COL
Friday,June 19,COL,1-1,FC Dallas
Wednesday,June 24,Orlando,2-0,COL
Saturday,June 27,Sporting KC,2-0,COL
Saturday,July 4,COL,2-1,Vancouver
Saturday,July 11,COL,3-1,Real Salt Lake
Saturday,July 18,Seattle,0-1,COL
Saturday,August 1,COL,1-3,LA Galaxy
Saturday,August 8,COL,1-2,Columbus
Friday,August 14,San Jose,1-0,COL
Saturday,August 22,Chicago,0-1,COL
Wednesday,August 26,COL,2-1,Houston
Saturday,August 29,COL,2-1,Sporting KC
Wednesday,September 9,Vancouver,2-0,COL
Saturday,September 12,COL,1-1,D.C. United
Saturday,September 19,Toronto FC,3-1,COL
Saturday,September 26,Houston,3-2,COL
Sunday,October 4,COL,1-2,Real Salt Lake
Saturday,October 10,COL,0-1,Montreal
Wednesday,October 21,Sporting KC,0-2,COL
Sunday,October 25,Portland,4-1,COL
