day,date,home_team,result,away_team
Sunday,March 8,Seattle,3-0,NE
Sunday,March 15,NYCFC,2-0,NE
Saturday,March 21,NE,0-0,Montreal
Saturday,March 28,NE,2-1,San Jose
Saturday,April 4,Colorado,0-2,NE
Saturday,April 11,NE,0-0,Columbus
Sunday,April 19,Philadelphia,1-2,NE
Saturday,April 25,NE,4-0,Real Salt Lake
Saturday,May 2,NE,2-1,NY Red Bulls
Friday,May 8,Orlando,2-2,NE
Saturday,May 16,NE,1-1,Toronto FC
Wednesday,May 20,Sporting KC,4-2,NE
Saturday,May 23,NE,1-1,D.C. United
Sunday,May 31,NE,2-2,LA Galaxy
Saturday,June 6,Portland,2-0,NE
Saturday,June 13,NE,2-0,Chicago
Sunday,June 21,D.C. United,2-1,NE
Wednesday,June 24,Columbus,2-1,NE
Saturday,June 27,NE,1-2,Vancouver
Saturday,July 4,FC Dallas,3-0,NE
Saturday,July 11,NY Red Bulls,4-1,NE
Saturday,July 18,NE,1-0,NYCFC
Saturday,July 25,Chicago,2-2,NE
Saturday,August 1,NE,3-1,Toronto FC
Saturday,August 15,NE,2-0,Houston
Saturday,August 29,Philadelphia,0-1,NE
Saturday,September 5,NE,3-0,Orlando
Sunday,September 13,Toronto FC,1-3,NE
Wednesday,September 16,NE,2-1,NY Red Bulls
Saturday,September 19,Montreal,3-0,NE
Saturday,September 26,NE,1-1,Philadelphia
Saturday,October 3,Chicago,3-1,NE
Saturday,October 17,NE,0-1,Montreal
Sunday,October 25,NYCFC,1-3,NE
