day,date,home_team,result,away_team
Saturday,March 7,DAL,1-0,San Jose
Saturday,March 14,DAL,3-1,Sporting KC
Saturday,March 21,Philadelphia,0-2,DAL
Saturday,March 28,Seattle,0-0,DAL
Saturday,April 4,Portland,3-1,DAL
Friday,April 10,DAL,0-4,Colorado
Saturday,April 18,DAL,3-2,Toronto FC
Friday,April 24,Colorado,1-1,DAL
Friday,May 1,Houston,1-4,DAL
Saturday,May 9,DAL,2-1,LA Galaxy
Friday,May 15,DAL,0-0,NY Red Bulls
Saturday,May 23,Montreal,2-1,DAL
Friday,May 29,Sporting KC,4-0,DAL
Sunday,June 7,San Jose,0-0,DAL
Saturday,June 13,Seattle,3-0,DAL
Friday,June 19,Colorado,1-1,DAL
Friday,June 26,DAL,2-0,Houston
Saturday,July 4,DAL,3-0,New England
Saturday,July 11,Orlando,0-2,DAL
Saturday,July 18,DAL,2-1,D.C. United
Saturday,July 25,DAL,4-1,Portland
Sunday,August 2,Chicago,2-0,DAL
Saturday,August 15,DAL,1-2,LA Galaxy
Saturday,August 22,Vancouver,1-0,DAL
Saturday,August 29,DAL,2-0,Real Salt Lake
Sunday,September 6,Columbus,0-3,DAL
Saturday,September 12,DAL,2-1,NYCFC
Friday,September 18,Sporting KC,3-1,DAL
Sunday,September 27,LA Galaxy,3-2,DAL
Sunday,October 4,DAL,4-1,Houston
Wednesday,October 7,Vancouver,0-0,DAL
Wednesday,October 14,DAL,2-0,Vancouver
Saturday,October 17,Real Salt Lake,0-1,DAL
Sunday,October 25,DAL,2-1,San Jose
