day,date,home_team,result,away_team
Saturday,March 7,Portland,0-0,RSL
Saturday,March 14,RSL,3-3,Philadelphia
Sunday,March 29,RSL,2-1,Toronto FC
Sunday,April 5,San Jose,0-1,RSL
Saturday,April 11,Sporting KC,0-0,RSL
Saturday,April 18,RSL,0-1,Vancouver
Saturday,April 25,New England,4-0,RSL
Friday,May 1,RSL,1-1,San Jose
Wednesday,May 6,RSL,0-0,LA Galaxy
Saturday,May 9,Chicago,1-2,RSL
Saturday,May 16,Montreal,4-1,RSL
Saturday,May 23,RSL,2-0,NYCFC
Wednesday,May 27,LA Galaxy,1-0,RSL
Saturday,May 30,Vancouver,2-1,RSL
Sunday,June 7,RSL,0-0,Colorado
Sunday,June 21,RSL,2-1,Sporting KC
Wednesday,June 24,NY Red Bulls,1-0,RSL
Saturday,June 27,RSL,2-2,Columbus
Saturday,July 4,RSL,1-1,Orlando
Saturday,July 11,Colorado,3-1,RSL
Saturday,July 18,RSL,2-0,Houston
Friday,July 24,RSL,2-1,Sporting KC
Saturday,August 1,D.C. United,6-4,RSL
Saturday,August 8,Vancouver,4-0,RSL
Saturday,August 15,RSL,0-1,Portland
Saturday,August 22,Seattle,2-0,RSL
Saturday,August 29,FC Dallas,2-0,RSL
Saturday,September 12,Houston,1-3,RSL
Saturday,September 19,RSL,3-0,LA Galaxy
Sunday,September 27,San Jose,1-0,RSL
Sunday,October 4,Colorado,1-2,RSL
Wednesday,October 14,RSL,0-1,Portland
Saturday,October 17,RSL,0-1,FC Dallas
Sunday,October 25,Seattle,3-1,RSL
