Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
G1,23/08/98,Apollon,Olympiakos,2,5,A,,,,,,,,,,,,,,,,,,,,,
G1,23/08/98,Aris,Ethnikos Asteras,2,0,H,,,,,,,,,,,,,,,,,,,,,
G1,23/08/98,Eleysina,Xanthi,0,0,D,,,,,,,,,,,,,,,,,,,,,
G1,23/08/98,Ionikos,PAOK,1,0,H,,,,,,,,,,,,,,,,,,,,,
G1,23/08/98,Kavala,Proodeytiki,2,1,H,,,,,,,,,,,,,,,,,,,,,
G1,23/08/98,OFI,Ethnikos Piraeus,3,0,H,,,,,,,,,,,,,,,,,,,,,
G1,23/08/98,Panathinaikos,Paniliakos,2,1,H,,,,,,,,,,,,,,,,,,,,,
G1,23/08/98,Panionios,AEK,1,3,A,,,,,,,,,,,,,,,,,,,,,
G1,23/08/98,Veroia,Iraklis,0,2,A,,,,,,,,,,,,,,,,,,,,,
G1,30/08/98,AEK,Apollon,3,1,H,,,,,,,,,,,,,,,,,,,,,
G1,30/08/98,Ethnikos Asteras,Kavala,3,2,H,,,,,,,,,,,,,,,,,,,,,
G1,30/08/98,Ionikos,Panionios,4,3,H,,,,,,,,,,,,,,,,,,,,,
G1,30/08/98,Iraklis,OFI,3,0,H,,,,,,,,,,,,,,,,,,,,,
G1,30/08/98,Olympiakos,Eleysina,1,1,D,,,,,,,,,,,,,,,,,,,,,
G1,30/08/98,Paniliakos,Ethnikos Piraeus,2,0,H,,,,,,,,,,,,,,,,,,,,,
G1,30/08/98,PAOK,Aris,1,4,A
G1,30/08/98,Proodeytiki,Panathinaikos,1,2,A
G1,30/08/98,Xanthi,Veroia,2,0,H
G1,13/09/98,Aris,Ionikos,1,1,D
G1,13/09/98,Eleysina,AEK,0,0,D
G1,13/09/98,Ethnikos Piraeus,Proodeytiki,0,2,A
G1,13/09/98,Kavala,PAOK,1,1,D
G1,13/09/98,OFI,Xanthi,4,2,H
G1,13/09/98,Panathinaikos,Ethnikos Asteras,4,1,H
G1,13/09/98,Paniliakos,Iraklis,2,1,H
G1,13/09/98,Panionios,Apollon,4,2,H
G1,13/09/98,Veroia,Olympiakos,0,3,A
G1,20/09/98,AEK,Veroia,2,0,H
G1,20/09/98,Apollon,Eleysina,1,1,D
G1,20/09/98,Ethnikos Asteras,Ethnikos Piraeus,1,0,H
G1,20/09/98,Ionikos,Kavala,4,2,H
G1,20/09/98,Olympiakos,OFI,3,0,H
G1,20/09/98,PAOK,Panathinaikos,2,0,H
G1,20/09/98,Proodeytiki,Iraklis,0,0,D
G1,20/09/98,Xanthi,Paniliakos,2,1,H
G1,21/09/98,Aris,Panionios,2,1,H
G1,25/09/98,OFI,AEK,0,1,A
G1,26/09/98,Panathinaikos,Ionikos,2,1,H
G1,26/09/98,Paniliakos,Olympiakos,1,0,H
G1,27/09/98,Ethnikos Piraeus,PAOK,1,1,D
G1,27/09/98,Iraklis,Ethnikos Asteras,1,1,D
G1,27/09/98,Kavala,Aris,3,1,H
G1,27/09/98,Panionios,Eleysina,3,0,H
G1,27/09/98,Proodeytiki,Xanthi,1,2,A
G1,27/09/98,Veroia,Apollon,1,1,D
G1,04/10/98,AEK,Paniliakos,3,1,H
G1,04/10/98,Apollon,OFI,1,0,H
G1,04/10/98,Eleysina,Veroia,2,0,H
G1,04/10/98,Ethnikos Asteras,Xanthi,0,1,A
G1,04/10/98,Ionikos,Ethnikos Piraeus,5,0,H
G1,04/10/98,Olympiakos,Proodeytiki,6,1,H
G1,04/10/98,PAOK,Iraklis,2,1,H
G1,05/10/98,Aris,Panathinaikos,0,1,A
G1,05/10/98,Kavala,Panionios,1,5,A
G1,24/10/98,Ethnikos Piraeus,Aris,1,1,D
G1,25/10/98,Ethnikos Asteras,Olympiakos,1,3,A
G1,25/10/98,Iraklis,Ionikos,2,1,H
G1,25/10/98,OFI,Eleysina,3,0,H
G1,25/10/98,Paniliakos,Apollon,3,1,H
G1,25/10/98,Proodeytiki,AEK,1,1,D
G1,25/10/98,Xanthi,PAOK,0,1,A
G1,26/10/98,Panathinaikos,Kavala,6,2,H
G1,26/10/98,Panionios,Veroia,0,0,D
G1,31/10/98,Panathinaikos,Panionios,2,1,H
G1,31/10/98,PAOK,Olympiakos,0,2,A
G1,01/11/98,AEK,Ethnikos Asteras,3,1,H
G1,01/11/98,Apollon,Proodeytiki,2,2,D
G1,01/11/98,Aris,Iraklis,2,1,H
G1,01/11/98,Eleysina,Paniliakos,1,2,A
G1,01/11/98,Ionikos,Xanthi,0,1,A
G1,01/11/98,Kavala,Ethnikos Piraeus,3,0,H
G1,01/11/98,Veroia,OFI,0,0,D
G1,08/11/98,Ethnikos Asteras,Apollon,5,1,H
G1,08/11/98,Ethnikos Piraeus,Panathinaikos,0,0,D
G1,08/11/98,Iraklis,Kavala,2,2,D
G1,08/11/98,Paniliakos,Veroia,0,0,D
G1,08/11/98,Panionios,OFI,0,1,A
G1,08/11/98,PAOK,AEK,2,1,H
G1,08/11/98,Proodeytiki,Eleysina,0,1,A
G1,08/11/98,Xanthi,Aris,2,0,H
G1,09/11/98,Olympiakos,Ionikos,2,0,H
G1,22/11/98,AEK,Ionikos,2,1,H
G1,22/11/98,Apollon,PAOK,1,4,A
G1,22/11/98,Aris,Olympiakos,1,0,H
G1,22/11/98,Eleysina,Ethnikos Asteras,1,2,A
G1,22/11/98,Ethnikos Piraeus,Panionios,0,4,A
G1,22/11/98,Kavala,Xanthi,1,1,D
G1,22/11/98,OFI,Paniliakos,3,1,H
G1,22/11/98,Panathinaikos,Iraklis,3,2,H
G1,22/11/98,Veroia,Proodeytiki,3,1,H
G1,29/11/98,AEK,Aris,6,0,H
G1,29/11/98,Ethnikos Asteras,Veroia,4,0,H
G1,29/11/98,Ionikos,Apollon,3,0,H
G1,29/11/98,Iraklis,Ethnikos Piraeus,4,0,H
G1,29/11/98,Olympiakos,Kavala,4,1,H
G1,29/11/98,Panionios,Paniliakos,5,2,H
G1,29/11/98,PAOK,Eleysina,3,1,H
G1,29/11/98,Proodeytiki,OFI,0,1,A
G1,30/11/98,Xanthi,Panathinaikos,1,0,H
G1,05/12/98,Panathinaikos,Olympiakos,2,4,A
G1,06/12/98,Apollon,Aris,1,3,A
G1,06/12/98,Ethnikos Piraeus,Xanthi,1,1,D
G1,06/12/98,Iraklis,Panionios,2,0,H
G1,06/12/98,Kavala,AEK,2,1,H
G1,06/12/98,OFI,Ethnikos Asteras,1,1,D
G1,06/12/98,Paniliakos,Proodeytiki,1,2,A
G1,06/12/98,Veroia,PAOK,1,2,A
G1,07/12/98,Eleysina,Ionikos,1,1,D
G1,12/12/98,Xanthi,Iraklis,0,0,D
G1,13/12/98,AEK,Panathinaikos,2,0,H
G1,13/12/98,Apollon,Kavala,1,1,D
G1,13/12/98,Aris,Eleysina,0,0,D
G1,13/12/98,Ethnikos Asteras,Paniliakos,1,0,H
G1,13/12/98,Ionikos,Veroia,1,0,H
G1,13/12/98,Panionios,Proodeytiki,0,0,D
G1,13/12/98,PAOK,OFI,3,1,H
G1,14/12/98,Olympiakos,Ethnikos Piraeus,2,0,H
G1,20/12/98,Eleysina,Kavala,1,1,D
G1,20/12/98,OFI,Ionikos,2,1,H
G1,20/12/98,Panathinaikos,Apollon,5,0,H
G1,20/12/98,Paniliakos,PAOK,1,2,A
G1,20/12/98,Proodeytiki,Ethnikos Asteras,3,0,H
G1,21/12/98,Ethnikos Piraeus,AEK,1,4,A
G1,21/12/98,Iraklis,Olympiakos,0,2,A
G1,21/12/98,Veroia,Aris,0,1,A
G1,21/12/98,Xanthi,Panionios,1,0,H
G1,16/01/99,Aris,OFI,3,1,H
G1,17/01/99,AEK,Iraklis,2,2,D
G1,17/01/99,Apollon,Ethnikos Piraeus,4,0,H
G1,17/01/99,Ionikos,Paniliakos,1,1,D
G1,17/01/99,Kavala,Veroia,2,1,H
G1,17/01/99,Olympiakos,Xanthi,3,1,H
G1,17/01/99,Panionios,Ethnikos Asteras,2,0,H
G1,17/01/99,PAOK,Proodeytiki,1,0,H
G1,18/01/99,Eleysina,Panathinaikos,1,2,A
