day,date,home_team,result,away_team
Saturday,April 2,San Jose,2-2,NE
Saturday,April 9,NE,3-0,Columbus
Saturday,April 23,D.C. United,3-4,NE
Wednesday,April 27,Chicago,0-3,NE
Saturday,April 30,NE,1-0,Chivas USA
Saturday,May 7,NE,2-0,Chicago
Saturday,May 14,NE,1-0,D.C. United
Saturday,May 21,NY Red Bulls,2-2,NE
Saturday,May 28,NE,0-0,Colorado
Saturday,June 4,NE,1-1,Sporting KC
Saturday,June 11,Sporting KC,0-2,NE
Saturday,June 18,D.C. United,2-0,NE
Wednesday,June 22,Columbus,1-3,NE
Saturday,June 25,NE,4-2,NY Red Bulls
Monday,July 4,LA Galaxy,1-1,NE
Saturday,July 9,Chicago,1-0,NE
Saturday,July 16,NE,3-2,FC Dallas
Friday,July 22,Chivas USA,1-0,NE
Wednesday,July 27,NE,1-1,LA Galaxy
Saturday,August 6,NE,1-2,Sporting KC
Wednesday,August 10,NE,4-1,Real Salt Lake
Saturday,August 13,FC Dallas,1-2,NE
Wednesday,August 17,Colorado,2-0,NE
Saturday,August 27,NE,2-1,D.C. United
Saturday,September 3,Real Salt Lake,0-1,NE
Saturday,September 10,NE,3-1,Columbus
Saturday,September 17,NY Red Bulls,5-4,NE
Wednesday,September 21,Columbus,1-1,NE
Saturday,September 24,NE,1-0,NY Red Bulls
Saturday,October 1,NE,0-2,San Jose
Saturday,October 8,Sporting KC,2-2,NE
Saturday,October 15,NE,1-0,Chicago
