day,date,home_team,result,away_team
Saturday,April 2,SKC,3-2,Colorado
Saturday,April 16,NY Red Bulls,2-2,SKC
Saturday,April 23,San Jose,3-2,SKC
Saturday,April 30,SKC,0-0,D.C. United
Saturday,May 7,SKC,3-3,FC Dallas
Saturday,May 14,Columbus,0-4,SKC
Saturday,May 21,D.C. United,3-2,SKC
Wednesday,May 25,SKC,1-0,NY Red Bulls
Saturday,May 28,SKC,1-0,San Jose
Wednesday,June 1,Chivas USA,1-1,SKC
Saturday,June 4,New England,1-1,SKC
Saturday,June 11,SKC,0-2,New England
Saturday,June 18,Chicago,1-1,SKC
Saturday,June 25,SKC,3-0,Chivas USA
Wednesday,June 29,SKC,1-1,Columbus
Monday,July 4,Colorado,2-1,SKC
Saturday,July 9,D.C. United,0-1,SKC
Saturday,July 16,SKC,3-2,Real Salt Lake
Wednesday,July 20,SKC,1-1,D.C. United
Saturday,July 23,Columbus,2-0,SKC
Saturday,August 6,New England,1-2,SKC
Wednesday,August 10,Chicago,2-3,SKC
Saturday,August 13,Real Salt Lake,2-4,SKC
Friday,August 19,SKC,3-0,Chicago
Friday,August 26,SKC,0-1,Columbus
Saturday,September 3,NY Red Bulls,2-2,SKC
Saturday,September 10,SKC,0-1,NY Red Bulls
Saturday,September 17,SKC,2-2,LA Galaxy
Sunday,September 25,LA Galaxy,2-1,SKC
Saturday,October 1,SKC,0-1,Chicago
Saturday,October 8,SKC,2-2,New England
Saturday,October 15,FC Dallas,2-2,SKC
