day,date,home_team,result,away_team
Saturday,April 2,Sporting KC,3-2,COL
Saturday,April 9,COL,0-0,FC Dallas
Saturday,April 16,Real Salt Lake,1-0,COL
Saturday,April 23,COL,2-0,Columbus
Saturday,April 30,COL,1-3,NY Red Bulls
Sunday,May 8,LA Galaxy,3-2,COL
Saturday,May 14,COL,2-1,Chivas USA
Wednesday,May 18,FC Dallas,2-1,COL
Saturday,May 21,Chicago,2-1,COL
Wednesday,May 25,COL,0-1,San Jose
Saturday,May 28,New England,0-0,COL
Saturday,June 11,Columbus,1-0,COL
Wednesday,June 15,COL,1-0,LA Galaxy
Saturday,June 18,Chivas USA,1-3,COL
Saturday,June 25,COL,1-3,FC Dallas
Wednesday,June 29,San Jose,1-0,COL
Monday,July 4,COL,2-1,Sporting KC
Saturday,July 16,NY Red Bulls,1-1,COL
Wednesday,July 20,COL,1-2,San Jose
Saturday,July 23,COL,4-1,Chicago
Saturday,August 6,COL,2-0,LA Galaxy
Saturday,August 13,San Jose,1-1,COL
Wednesday,August 17,COL,2-0,New England
Saturday,September 3,COL,1-0,D.C. United
Saturday,September 10,LA Galaxy,4-1,COL
Saturday,September 17,D.C. United,2-0,COL
Wednesday,September 21,COL,2-0,Real Salt Lake
Saturday,September 24,Chivas USA,1-3,COL
Saturday,October 1,COL,2-1,Real Salt Lake
Wednesday,October 5,COL,1-1,Chivas USA
Saturday,October 8,FC Dallas,0-0,COL
Wednesday,October 12,Real Salt Lake,0-1,COL
