day,date,home_team,result,away_team
Saturday,April 2,FC Dallas,2-1,CHI
Saturday,April 9,D.C. United,1-1,CHI
Saturday,April 16,CHI,2-1,San Jose
Friday,April 22,NY Red Bulls,0-1,CHI
Wednesday,April 27,CHI,0-3,New England
Saturday,April 30,Columbus,0-2,CHI
Saturday,May 7,New England,2-0,CHI
Saturday,May 14,CHI,0-3,NY Red Bulls
Saturday,May 21,CHI,2-1,Colorado
Saturday,May 28,Real Salt Lake,0-3,CHI
Tuesday,May 31,NY Red Bulls,2-1,CHI
Saturday,June 4,CHI,5-2,Chivas USA
Sunday,June 12,CHI,2-0,FC Dallas
Wednesday,June 15,D.C. United,4-3,CHI
Saturday,June 18,CHI,1-1,Sporting KC
Sunday,June 26,CHI,3-1,Real Salt Lake
Wednesday,June 29,CHI,4-3,D.C. United
Saturday,July 2,Chivas USA,0-1,CHI
Saturday,July 9,CHI,1-0,New England
Saturday,July 16,CHI,1-1,Columbus
Saturday,July 23,Colorado,4-1,CHI
Saturday,August 6,CHI,2-3,D.C. United
Wednesday,August 10,CHI,2-3,Sporting KC
Saturday,August 13,CHI,2-1,LA Galaxy
Friday,August 19,Sporting KC,3-0,CHI
Sunday,September 4,LA Galaxy,1-2,CHI
Saturday,September 17,Columbus,1-2,CHI
Wednesday,September 21,San Jose,2-0,CHI
Saturday,October 1,Sporting KC,0-1,CHI
Wednesday,October 5,CHI,2-2,NY Red Bulls
Saturday,October 8,CHI,1-2,Columbus
Saturday,October 15,New England,1-0,CHI
