Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
D2,30/07/98,Hannover,Karlsruhe,1,0,H,0,0,D,,,,,,,,,,,
D2,31/07/98,Cottbus,Stuttgarter K,2,0,H,1,0,H,,,,,,,,,,,
D2,31/07/98,F Koln,Dusseldorf,2,1,H,2,0,H,,,,,,,,,,,
D2,31/07/98,St Pauli,TB Berlin,1,0,H,0,0,D,,,,,,,,,,,
D2,02/08/98,Gutersloh,FC Koln,0,1,A,0,0,D,,,,,,,,,,,
D2,02/08/98,Mainz,Greuther Furth,3,0,H,1,0,H,,,,,,,,,,,
D2,02/08/98,Oberhausen,Uerdingen,0,0,D,0,0,D,,,,,,,,,,,
D2,02/08/98,Ulm,Wattenscheid,2,0,H,0,0,D,,,,,,,,,,,
D2,02/08/98,Unterhaching,Bielefeld,0,2,A,0,0,D,,,,,,,,,,,
D2,07/08/98,FC Koln,Unterhaching,0,1,A,0,1,A,,,,,,,,,,,
D2,07/08/98,Stuttgarter K,Oberhausen,2,0,H,1,0,H,,,,,,,,,,,
D2,07/08/98,Uerdingen,F Koln,1,2,A,0,1,A,,,,,,,,,,,
D2,09/08/98,Dusseldorf,Gutersloh,3,1,H,2,1,H,,,,,,,,,,,
D2,09/08/98,Greuther Furth,St Pauli,1,0,H,0,0,D,,,,,,,,,,,
D2,09/08/98,Karlsruhe,Ulm,1,2,A,0,0,D,,,,,,,,,,,
D2,09/08/98,TB Berlin,Cottbus,1,0,H,0,0,D,,,,,,,,,,,
D2,09/08/98,Wattenscheid,Mainz,1,1,D,0,1,A,,,,,,,,,,,
D2,10/08/98,Bielefeld,Hannover,0,1,A,0,1,A,,,,,,,,,,,
D2,11/08/98,F Koln,Stuttgarter K,2,1,H,0,1,A,,,,,,,,,,,
D2,12/08/98,Oberhausen,TB Berlin,0,2,A,0,0,D,,,,,,,,,,,
D2,13/08/98,Cottbus,Greuther Furth,1,1,D,1,1,D,,,,,,,,,,,
D2,13/08/98,Dusseldorf,Uerdingen,2,2,D,1,2,A,,,,,,,,,,,
D2,13/08/98,Gutersloh,Unterhaching,1,1,D,0,1,A,,,,,,,,,,,
D2,13/08/98,Mainz,Karlsruhe,4,1,H,2,1,H,,,,,,,,,,,
D2,13/08/98,St Pauli,Wattenscheid,1,0,H,0,0,D,,,,,,,,,,,
D2,13/08/98,Ulm,Bielefeld,6,2,H,2,1,H,,,,,,,,,,,
D2,15/08/98,TB Berlin,F Koln,3,2,H,1,1,D,,,,,,,,,,,
D2,16/08/98,Bielefeld,Mainz,1,0,H,0,0,D,,,,,,,,,,,
D2,16/08/98,FC Koln,Ulm,1,1,D,0,1,A,,,,,,,,,,,
D2,16/08/98,Greuther Furth,Oberhausen,1,1,D,0,1,A,,,,,,,,,,,
D2,16/08/98,Stuttgarter K,Dusseldorf,1,0,H,0,0,D,,,,,,,,,,,
D2,16/08/98,Uerdingen,Gutersloh,2,0,H,0,0,D,,,,,,,,,,,
D2,16/08/98,Unterhaching,Hannover,3,1,H,1,1,D,,,,,,,,,,,
D2,16/08/98,Wattenscheid,Cottbus,1,1,D,0,1,A,,,,,,,,,,,
D2,17/08/98,Karlsruhe,St Pauli,3,0,H,3,0,H,,,,,,,,,,,
D2,21/08/98,Mainz,FC Koln,2,1,H,1,0,H,,,,,,,,,,,
D2,21/08/98,Uerdingen,Stuttgarter K,0,1,A,0,0,D,,,,,,,,,,,
D2,21/08/98,Ulm,Unterhaching,3,1,H,2,0,H,,,,,,,,,,,
D2,23/08/98,Cottbus,Karlsruhe,4,0,H,2,0,H,,,,,,,,,,,
D2,23/08/98,F Koln,Greuther Furth,1,4,A,1,2,A,,,,,,,,,,,
D2,23/08/98,Gutersloh,Hannover,2,1,H,1,0,H,,,,,,,,,,,
D2,23/08/98,Oberhausen,Wattenscheid,1,0,H,0,0,D,,,,,,,,,,,
D2,24/08/98,St Pauli,Bielefeld,1,2,A,0,1,A,,,,,,,,,,,
D2,09/09/98,Dusseldorf,TB Berlin,2,2,D,1,0,H,,,,,,,,,,,
D2,10/09/98,Hannover,FC Koln,6,1,H,1,1,D,,,,,,,,,,,
D2,11/09/98,Bielefeld,Cottbus,2,0,H,0,0,D,,,,,,,,,,,
D2,11/09/98,Karlsruhe,Oberhausen,3,1,H,0,1,A,,,,,,,,,,,
D2,11/09/98,Wattenscheid,F Koln,0,0,D,0,0,D,,,,,,,,,,,
D2,13/09/98,Greuther Furth,Dusseldorf,1,0,H,1,0,H,,,,,,,,,,,
D2,13/09/98,Hannover,Ulm,1,1,D,0,1,A,,,,,,,,,,,
D2,13/09/98,Stuttgarter K,Gutersloh,2,1,H,0,1,A,,,,,,,,,,,
D2,13/09/98,TB Berlin,Uerdingen,3,1,H,2,1,H,,,,,,,,,,,
D2,13/09/98,Unterhaching,Mainz,1,0,H,0,0,D,,,,,,,,,,,
D2,14/09/98,FC Koln,St Pauli,1,4,A,1,4,A,,,,,,,,,,,
D2,18/09/98,Oberhausen,Bielefeld,1,5,A,1,1,D,,,,,,,,,,,
D2,18/09/98,Stuttgarter K,TB Berlin,1,0,H,0,0,D,,,,,,,,,,,
D2,19/09/98,Dusseldorf,Wattenscheid,1,1,D,0,1,A,,,,,,,,,,,
D2,20/09/98,F Koln,Karlsruhe,0,1,A,0,1,A,,,,,,,,,,,
D2,20/09/98,Gutersloh,Ulm,1,1,D,0,0,D,,,,,,,,,,,
D2,20/09/98,Mainz,Hannover,1,0,H,1,0,H,,,,,,,,,,,
D2,20/09/98,St Pauli,Unterhaching,1,1,D,0,1,A,,,,,,,,,,,
D2,21/09/98,Cottbus,FC Koln,2,3,A,2,2,D,,,,,,,,,,,
D2,25/09/98,Karlsruhe,Dusseldorf,3,1,H,1,1,D,,,,,,,,,,,
D2,25/09/98,TB Berlin,Gutersloh,2,0,H,0,0,D,,,,,,,,,,,
D2,26/09/98,Bielefeld,F Koln,2,1,H,1,1,D,,,,,,,,,,,
D2,27/09/98,FC Koln,Oberhausen,2,1,H,2,0,H,,,,,,,,,,,
D2,27/09/98,Greuther Furth,Stuttgarter K,1,0,H,0,0,D,,,,,,,,,,,
D2,27/09/98,Hannover,St Pauli,3,0,H,3,0,H,,,,,,,,,,,
D2,27/09/98,Unterhaching,Cottbus,1,0,H,0,0,D,,,,,,,,,,,
D2,27/09/98,Wattenscheid,Uerdingen,2,1,H,1,0,H,,,,,,,,,,,
D2,28/09/98,Ulm,Mainz,4,2,H,2,1,H,,,,,,,,,,,
D2,02/10/98,Dusseldorf,Bielefeld,2,2,D,2,0,H,,,,,,,,,,,
D2,02/10/98,Oberhausen,Unterhaching,0,2,A,0,1,A,,,,,,,,,,,
D2,02/10/98,St Pauli,Ulm,0,1,A,0,1,A,,,,,,,,,,,
D2,02/10/98,Uerdingen,Karlsruhe,1,3,A,1,1,D,,,,,,,,,,,
D2,04/10/98,Cottbus,Hannover,1,0,H,0,0,D,,,,,,,,,,,
D2,04/10/98,Gutersloh,Mainz,6,1,H,2,0,H,,,,,,,,,,,
D2,04/10/98,Stuttgarter K,Wattenscheid,0,2,A,0,1,A,,,,,,,,,,,
D2,04/10/98,TB Berlin,Greuther Furth,2,1,H,2,1,H,,,,,,,,,,,
D2,05/10/98,F Koln,FC Koln,4,2,H,3,0,H,,,,,,,,,,,
D2,16/10/98,Hannover,Oberhausen,1,1,D,0,1,A,,,,,,,,,,,
