Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
D1,14/08/98,Duisburg,Ein Frankfurt,2,1,H,1,1,D,,,,,,,,,,,
D1,14/08/98,Stuttgart,Dortmund,2,1,H,2,1,H,,,,,,,,,,,
D1,15/08/98,Bochum,Freiburg,1,2,A,0,0,D,,,,,,,,,,,
D1,15/08/98,Leverkusen,Hansa Rostock,3,1,H,1,1,D,,,,,,,,,,,
D1,15/08/98,M'gladbach,Schalke 04,3,0,H,2,0,H,,,,,,,,,,,
D1,15/08/98,Munich 1860,Kaiserslautern,1,2,A,1,1,D,,,,,,,,,,,
D1,15/08/98,Nurnberg,Hamburg,1,1,D,0,0,D,,,,,,,,,,,
D1,15/08/98,Wolfsburg,Bayern Munich,0,1,A,0,0,D,,,,,,,,,,,
D1,16/08/98,Hertha,Werder Bremen,1,0,H,0,0,D,,,,,,,,,,,
D1,21/08/98,Hansa Rostock,Wolfsburg,3,3,D,2,2,D,,,,,,,,,,,
D1,21/08/98,Werder Bremen,Nurnberg,2,3,A,2,2,D,,,,,,,,,,,
D1,22/08/98,Bayern Munich,Duisburg,3,1,H,1,1,D,,,,,,,,,,,
D1,22/08/98,Dortmund,Hertha,3,0,H,1,0,H,,,,,,,,,,,
D1,22/08/98,Ein Frankfurt,Munich 1860,2,3,A,1,1,D,,,,,,,,,,,
D1,22/08/98,Freiburg,Leverkusen,1,1,D,0,0,D,,,,,,,,,,,
D1,22/08/98,Kaiserslautern,M'gladbach,2,1,H,1,0,H,,,,,,,,,,,
D1,22/08/98,Schalke 04,Stuttgart,1,0,H,0,0,D,,,,,,,,,,,
D1,23/08/98,Hamburg,Bochum,1,0,H,1,0,H,,,,,,,,,,,
D1,08/09/98,Bochum,Werder Bremen,2,0,H,1,0,H,,,,,,,,,,,
D1,08/09/98,Duisburg,Munich 1860,1,1,D,1,0,H,,,,,,,,,,,
D1,08/09/98,M'gladbach,Ein Frankfurt,1,1,D,0,0,D,,,,,,,,,,,
D1,08/09/98,Stuttgart,Kaiserslautern,4,0,H,1,0,H,,,,,,,,,,,
D1,08/09/98,Wolfsburg,Freiburg,1,1,D,0,1,A,,,,,,,,,,,
D1,09/09/98,Bayern Munich,Hansa Rostock,6,1,H,0,0,D,,,,,,,,,,,
D1,09/09/98,Hertha,Schalke 04,2,0,H,0,0,D,,,,,,,,,,,
D1,09/09/98,Leverkusen,Hamburg,1,2,A,0,0,D,,,,,,,,,,,
D1,09/09/98,Nurnberg,Dortmund,0,0,D,0,0,D,,,,,,,,,,,
D1,11/09/98,Ein Frankfurt,Stuttgart,1,1,D,0,0,D,,,,,,,,,,,
D1,11/09/98,Munich 1860,M'gladbach,3,1,H,2,0,H,,,,,,,,,,,
D1,12/09/98,Freiburg,Bayern Munich,0,2,A,0,2,A,,,,,,,,,,,
D1,12/09/98,Hamburg,Wolfsburg,1,1,D,1,0,H,,,,,,,,,,,
D1,12/09/98,Hansa Rostock,Duisburg,3,0,H,0,0,D,,,,,,,,,,,
D1,12/09/98,Kaiserslautern,Hertha,4,3,H,1,2,A,,,,,,,,,,,
D1,12/09/98,Schalke 04,Nurnberg,2,2,D,2,0,H,,,,,,,,,,,
D1,12/09/98,Werder Bremen,Leverkusen,2,2,D,0,1,A,,,,,,,,,,,
D1,13/09/98,Dortmund,Bochum,0,1,A,0,0,D,,,,,,,,,,,
D1,18/09/98,Hansa Rostock,Freiburg,0,2,A,0,0,D,,,,,,,,,,,
D1,18/09/98,Hertha,Ein Frankfurt,3,1,H,1,1,D,,,,,,,,,,,
