Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
D1,13/08/99,Duisburg,Leverkusen,0,0,D,0,0,D,,,,,,,,,,,
D1,13/08/99,Wolfsburg,Munich 1860,2,1,H,0,1,A,,,,,,,,,,,
D1,14/08/99,Bayern Munich,Hamburg,2,2,D,1,1,D,,,,,,,,,,,
D1,14/08/99,Ein Frankfurt,Unterhaching,3,0,H,1,0,H,,,,,,,,,,,
D1,14/08/99,Kaiserslautern,Dortmund,1,0,H,0,0,D,,,,,,,,,,,
D1,14/08/99,Schalke 04,Bielefeld,1,1,D,1,0,H,,,,,,,,,,,
D1,14/08/99,Stuttgart,Werder Bremen,0,0,D,0,0,D,,,,,,,,,,,
D1,15/08/99,Hertha,Hansa Rostock,5,2,H,2,1,H,,,,,,,,,,,
D1,15/08/99,Ulm,Freiburg,1,1,D,0,1,A,,,,,,,,,,,
D1,20/08/99,Bielefeld,Hertha,1,1,D,0,0,D,,,,,,,,,,,
D1,20/08/99,Unterhaching,Duisburg,2,0,H,0,0,D,,,,,,,,,,,
D1,21/08/99,Dortmund,Wolfsburg,2,1,H,0,0,D,,,,,,,,,,,
D1,21/08/99,Freiburg,Ein Frankfurt,2,3,A,1,0,H,,,,,,,,,,,
D1,21/08/99,Hamburg,Stuttgart,3,0,H,1,0,H,,,,,,,,,,,
D1,21/08/99,Munich 1860,Ulm,4,1,H,4,1,H,,,,,,,,,,,
D1,21/08/99,Werder Bremen,Schalke 04,0,1,A,0,0,D,,,,,,,,,,,
D1,22/08/99,Hansa Rostock,Kaiserslautern,4,2,H,4,2,H,,,,,,,,,,,
D1,22/08/99,Leverkusen,Bayern Munich,2,0,H,0,0,D,,,,,,,,,,,
D1,27/08/99,Kaiserslautern,Bielefeld,0,2,A,0,0,D,,,,,,,,,,,
D1,27/08/99,Schalke 04,Hamburg,1,3,A,1,1,D,,,,,,,,,,,
D1,28/08/99,Bayern Munich,Unterhaching,1,0,H,1,0,H,,,,,,,,,,,
D1,28/08/99,Freiburg,Munich 1860,3,0,H,1,0,H,,,,,,,,,,,
D1,28/08/99,Hertha,Werder Bremen,1,1,D,1,0,H,,,,,,,,,,,
D1,28/08/99,Stuttgart,Leverkusen,1,2,A,1,1,D,,,,,,,,,,,
D1,28/08/99,Wolfsburg,Hansa Rostock,2,0,H,2,0,H,,,,,,,,,,,
D1,29/08/99,Ein Frankfurt,Duisburg,2,2,D,1,1,D,,,,,,,,,,,
D1,29/08/99,Ulm,Dortmund,0,1,A,0,1,A,,,,,,,,,,,
D1,10/09/99,Bielefeld,Wolfsburg,0,0,D,0,0,D,,,,,,,,,,,
D1,10/09/99,Hansa Rostock,Ulm,2,1,H,1,0,H,,,,,,,,,,,
D1,11/09/99,Dortmund,Freiburg,1,1,D,0,1,A,,,,,,,,,,,
D1,11/09/99,Duisburg,Bayern Munich,1,2,A,0,2,A,,,,,,,,,,,
D1,11/09/99,Hamburg,Hertha,5,1,H,3,0,H,,,,,,,,,,,
D1,11/09/99,Leverkusen,Schalke 04,3,2,H,0,1,A,,,,,,,,,,,
D1,11/09/99,Unterhaching,Stuttgart,2,0,H,1,0,H,,,,,,,,,,,
D1,12/09/99,Munich 1860,Ein Frankfurt,2,0,H,1,0,H,,,,,,,,,,,
D1,12/09/99,Werder Bremen,Kaiserslautern,5,0,H,2,0,H,,,,,,,,,,,
D1,17/09/99,Freiburg,Hansa Rostock,5,0,H,4,0,H,,,,,,,,,,,
D1,17/09/99,Munich 1860,Dortmund,0,3,A,0,2,A,,,,,,,,,,,
