Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
SC0,01/08/98,Celtic,Dunfermline,5,0,H,1,0,H,,,,,,,,,,,
SC0,01/08/98,Dundee,Aberdeen,0,2,A,0,2,A,,,,,,,,,,,
SC0,01/08/98,Kilmarnock,Dundee United,2,0,H,1,0,H,,,,,,,,,,,
SC0,01/08/98,Motherwell,St Johnstone,1,0,H,0,0,D,,,,,,,,,,,
SC0,02/08/98,Hearts,Rangers,2,1,H,2,1,H,,,,,,,,,,,
SC0,15/08/98,Dunfermline,Dundee,2,0,H,1,0,H,,,,,,,,,,,
SC0,15/08/98,Rangers,Motherwell,2,1,H,1,0,H,,,,,,,,,,,
SC0,15/08/98,St Johnstone,Kilmarnock,0,0,D,0,0,D,,,,,,,,,,,
SC0,16/08/98,Aberdeen,Celtic,3,2,H,1,0,H,,,,,,,,,,,
SC0,16/08/98,Dundee United,Hearts,0,0,D,0,0,D,,,,,,,,,,,
SC0,22/08/98,Celtic,Dundee United,2,1,H,0,1,A,,,,,,,,,,,
SC0,22/08/98,Hearts,Aberdeen,2,0,H,2,0,H,,,,,,,,,,,
SC0,22/08/98,Kilmarnock,Rangers,1,3,A,0,2,A,,,,,,,,,,,
SC0,22/08/98,Motherwell,Dunfermline,0,0,D,0,0,D,,,,,,,,,,,
SC0,23/08/98,Dundee,St Johnstone,0,1,A,0,0,D,,,,,,,,,,,
SC0,29/08/98,Dundee,Celtic,1,1,D,0,0,D,,,,,,,,,,,
SC0,29/08/98,Dunfermline,Aberdeen,1,1,D,0,0,D,,,,,,,,,,,
SC0,29/08/98,Rangers,St Johnstone,4,0,H,2,0,H,,,,,,,,,,,
SC0,30/08/98,Kilmarnock,Hearts,3,0,H,1,0,H,,,,,,,,,,,
SC0,30/08/98,Motherwell,Dundee United,1,0,H,1,0,H,,,,,,,,,,,
SC0,12/09/98,Aberdeen,Motherwell,1,1,D,1,1,D,,,,,,,,,,,
SC0,12/09/98,Celtic,Kilmarnock,1,1,D,1,0,H,,,,,,,,,,,
SC0,12/09/98,Dundee United,Rangers,0,0,D,0,0,D,,,,,,,,,,,
SC0,12/09/98,Hearts,Dundee,0,2,A,0,0,D,,,,,,,,,,,
SC0,12/09/98,St Johnstone,Dunfermline,1,1,D,1,0,H,,,,,,,,,,,
