Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
SC0,13/08/94,Aberdeen,Hearts,3,1,H,,,,,,,,,,,,,,,,,,,,,
SC0,13/08/94,Falkirk,Celtic,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC0,13/08/94,Hibernian,Dundee United,5,0,H,,,,,,,,,,,,,,,,,,,,,
SC0,13/08/94,Partick,Kilmarnock,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC0,13/08/94,Rangers,Motherwell,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC0,20/08/94,Aberdeen,Falkirk,2,2,D,,,,,,,,,,,,,,,,,,,,,
SC0,20/08/94,Celtic,Dundee United,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC0,20/08/94,Hibernian,Kilmarnock,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC0,20/08/94,Motherwell,Hearts,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC0,20/08/94,Partick,Rangers,0,2,A,,,,,,,,,,,,,,,,,,,,,
SC0,28/08/94,Dundee United,Aberdeen,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC0,28/08/94,Falkirk,Partick,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC0,28/08/94,Hearts,Hibernian,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC0,28/08/94,Kilmarnock,Motherwell,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC0,28/08/94,Rangers,Celtic,0,2,A,,,,,,,,,,,,,,,,,,,,,
SC0,10/09/94,Dundee United,Motherwell,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC0,10/09/94,Hibernian,Aberdeen,2,2,D,,,,,,,,,,,,,,,,,,,,,
SC0,10/09/94,Kilmarnock,Falkirk,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC0,10/09/94,Partick,Celtic,1,2,A,,,,,,,,,,,,,,,,,,,,,
SC0,11/09/94,Rangers,Hearts,3,0,H,,,,,,,,,,,,,,,,,,,,,
SC0,17/09/94,Aberdeen,Partick,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC0,17/09/94,Celtic,Kilmarnock,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC0,17/09/94,Falkirk,Rangers,0,2,A,,,,,,,,,,,,,,,,,,,,,
SC0,17/09/94,Hearts,Dundee United,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC0,17/09/94,Motherwell,Hibernian,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC0,24/09/94,Aberdeen,Rangers,2,2,D,,,,,,,,,,,,,,,,,,,,,
SC0,24/09/94,Celtic,Hibernian,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC0,24/09/94,Dundee United,Falkirk,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC0,24/09/94,Hearts,Kilmarnock,3,0,H,,,,,,,,,,,,,,,,,,,,,
SC0,24/09/94,Partick,Motherwell,2,2,D,,,,,,,,,,,,,,,,,,,,,
SC0,01/10/94,Falkirk,Hearts,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC0,01/10/94,Hibernian,Partick,3,0,H,,,,,,,,,,,,,,,,,,,,,
SC0,01/10/94,Kilmarnock,Aberdeen,2,1,H,,,,,,,,,,,,,,,,,,,,,
