Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
SC0,10/08/96,Aberdeen,Celtic,2,2,D,0,1,A,,,,,,,,,,,
SC0,10/08/96,Dundee United,Motherwell,1,1,D,1,0,H,,,,,,,,,,,
SC0,10/08/96,Hibernian,Kilmarnock,1,2,A,1,2,A,,,,,,,,,,,
SC0,10/08/96,Rangers,Raith Rvs,1,0,H,1,0,H,,,,,,,,,,,
SC0,17/08/96,Celtic,Raith Rvs,4,1,H,2,0,H,,,,,,,,,,,
SC0,17/08/96,Dundee United,Hibernian,0,1,A,0,1,A,,,,,,,,,,,
SC0,17/08/96,Dunfermline,Rangers,2,5,A,0,1,A,,,,,,,,,,,
SC0,17/08/96,Hearts,Kilmarnock,3,2,H,2,1,H,,,,,,,,,,,
SC0,17/08/96,Motherwell,Aberdeen,2,2,D,1,1,D,,,,,,,,,,,
SC0,24/08/96,Hibernian,Dunfermline,0,0,D,0,0,D,,,,,,,,,,,
SC0,24/08/96,Kilmarnock,Celtic,1,3,A,1,0,H,,,,,,,,,,,
SC0,24/08/96,Raith Rvs,Motherwell,0,3,A,0,2,A,,,,,,,,,,,
SC0,24/08/96,Rangers,Dundee United,1,0,H,0,0,D,,,,,,,,,,,
SC0,25/08/96,Aberdeen,Hearts,4,0,H,1,0,H,,,,,,,,,,,
SC0,07/09/96,Celtic,Hibernian,5,0,H,3,0,H,,,,,,,,,,,
SC0,07/09/96,Hearts,Dundee United,1,0,H,0,0,D,,,,,,,,,,,
SC0,07/09/96,Kilmarnock,Dunfermline,2,2,D,1,1,D,,,,,,,,,,,
SC0,07/09/96,Motherwell,Rangers,0,1,A,0,1,A,,,,,,,,,,,
SC0,07/09/96,Raith Rvs,Aberdeen,1,4,A,1,3,A,,,,,,,,,,,
SC0,10/09/96,Dunfermline,Hearts,2,1,H,0,1,A,,,,,,,,,,,
SC0,14/09/96,Aberdeen,Kilmarnock,3,0,H,0,0,D,,,,,,,,,,,
SC0,14/09/96,Dundee United,Celtic,1,2,A,0,1,A,,,,,,,,,,,
SC0,14/09/96,Dunfermline,Motherwell,1,1,D,1,0,H,,,,,,,,,,,
SC0,14/09/96,Hibernian,Raith Rvs,1,0,H,0,0,D,,,,,,,,,,,
SC0,14/09/96,Rangers,Hearts,3,0,H,1,0,H,,,,,,,,,,,
SC0,21/09/96,Aberdeen,Hibernian,0,2,A,0,1,A,,,,,,,,,,,
SC0,21/09/96,Celtic,Dunfermline,5,1,H,3,0,H,,,,,,,,,,,
SC0,21/09/96,Hearts,Motherwell,1,1,D,0,0,D,,,,,,,,,,,
SC0,21/09/96,Kilmarnock,Rangers,1,4,A,1,0,H,,,,,,,,,,,
SC0,21/09/96,Raith Rvs,Dundee United,3,2,H,1,2,A,,,,,,,,,,,
SC0,28/09/96,Dundee United,Aberdeen,1,0,H,0,0,D,,,,,,,,,,,
SC0,28/09/96,Dunfermline,Raith Rvs,3,1,H,1,0,H,,,,,,,,,,,
SC0,28/09/96,Hibernian,Hearts,1,3,A,0,3,A,,,,,,,,,,,
SC0,28/09/96,Motherwell,Kilmarnock,1,0,H,1,0,H,,,,,,,,,,,
SC0,28/09/96,Rangers,Celtic,2,0,H,0,0,D,,,,,,,,,,,
SC0,12/10/96,Aberdeen,Dunfermline,3,0,H,1,0,H,,,,,,,,,,,
SC0,12/10/96,Celtic,Motherwell,1,0,H,0,0,D,,,,,,,,,,,
SC0,12/10/96,Dundee United,Kilmarnock,0,0,D,0,0,D,,,,,,,,,,,
SC0,12/10/96,Hibernian,Rangers,2,1,H,0,1,A,,,,,,,,,,,
SC0,12/10/96,Raith Rvs,Hearts,1,1,D,0,1,A,,,,,,,,,,,
SC0,19/10/96,Dunfermline,Dundee United,1,1,D,0,0,D,,,,,,,,,,,
SC0,19/10/96,Kilmarnock,Raith Rvs,2,1,H,1,1,D,,,,,,,,,,,
SC0,19/10/96,Motherwell,Hibernian,1,1,D,0,1,A,,,,,,,,,,,
SC0,19/10/96,Rangers,Aberdeen,2,2,D,2,1,H,,,,,,,,,,,
SC0,20/10/96,Hearts,Celtic,2,2,D,0,1,A,,,,,,,,,,,
SC0,26/10/96,Aberdeen,Raith Rvs,1,0,H,0,0,D,,,,,,,,,,,
SC0,26/10/96,Dundee United,Hearts,1,0,H,0,0,D,,,,,,,,,,,
SC0,26/10/96,Dunfermline,Kilmarnock,2,1,H,1,1,D,,,,,,,,,,,
SC0,26/10/96,Hibernian,Celtic,0,4,A,0,1,A,,,,,,,,,,,
SC0,26/10/96,Rangers,Motherwell,5,0,H,0,0,D,,,,,,,,,,,
SC0,01/11/96,Kilmarnock,Hibernian,4,2,H,2,2,D,,,,,,,,,,,
SC0,02/11/96,Celtic,Aberdeen,1,0,H,0,0,D,,,,,,,,,,,
SC0,02/11/96,Hearts,Dunfermline,2,0,H,2,0,H,,,,,,,,,,,
SC0,02/11/96,Motherwell,Dundee United,1,3,A,0,0,D,,,,,,,,,,,
SC0,02/11/96,Raith Rvs,Rangers,2,2,D,1,0,H,,,,,,,,,,,
SC0,11/11/96,Motherwell,Hearts,0,2,A,0,0,D,,,,,,,,,,,
SC0,14/11/96,Celtic,Rangers,0,1,A,0,1,A,,,,,,,,,,,
SC0,16/11/96,Aberdeen,Dundee United,3,3,D,1,1,D,,,,,,,,,,,
SC0,16/11/96,Hearts,Hibernian,0,0,D,0,0,D,,,,,,,,,,,
