Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
SC1,17/08/96,East Fife,St Mirren,0,4,A,,,,,,,,,,,,,,,,,,,,,
SC1,17/08/96,Morton,Clydebank,3,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,17/08/96,Partick,Dundee,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,17/08/96,St Johnstone,Falkirk,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,17/08/96,Stirling,Airdrie,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,24/08/96,Airdrie,East Fife,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,24/08/96,Clydebank,Stirling,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,24/08/96,Dundee,Morton,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,24/08/96,Falkirk,Partick,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,24/08/96,St Mirren,St Johnstone,0,3,A,,,,,,,,,,,,,,,,,,,,,
SC1,31/08/96,Morton,Falkirk,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,31/08/96,Partick,St Mirren,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,31/08/96,Stirling,Dundee,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,03/09/96,East Fife,Clydebank,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,07/09/96,Clydebank,St Mirren,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,07/09/96,Dundee,Airdrie,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,07/09/96,Morton,East Fife,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,07/09/96,St Johnstone,Partick,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,07/09/96,Stirling,Falkirk,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,14/09/96,Airdrie,Morton,1,2,A,,,,,,,,,,,,,,,,,,,,,
SC1,14/09/96,East Fife,St Johnstone,1,4,A,,,,,,,,,,,,,,,,,,,,,
SC1,14/09/96,Falkirk,Clydebank,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,14/09/96,Partick,Stirling,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,14/09/96,St Mirren,Dundee,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,21/09/96,Airdrie,Partick,4,4,D,,,,,,,,,,,,,,,,,,,,,
SC1,21/09/96,Clydebank,St Johnstone,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,21/09/96,Dundee,East Fife,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,21/09/96,St Mirren,Falkirk,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,21/09/96,Stirling,Morton,1,3,A,,,,,,,,,,,,,,,,,,,,,
SC1,24/09/96,St Johnstone,Airdrie,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,28/09/96,East Fife,Stirling,2,2,D,,,,,,,,,,,,,,,,,,,,,
SC1,28/09/96,Falkirk,Airdrie,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,28/09/96,Morton,St Mirren,1,3,A,,,,,,,,,,,,,,,,,,,,,
SC1,28/09/96,Partick,Clydebank,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,28/09/96,St Johnstone,Dundee,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,05/10/96,Dundee,Clydebank,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,05/10/96,East Fife,Falkirk,3,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,05/10/96,Morton,Partick,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,12/10/96,Clydebank,Airdrie,1,4,A,,,,,,,,,,,,,,,,,,,,,
SC1,12/10/96,Falkirk,Dundee,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,12/10/96,Partick,East Fife,6,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,12/10/96,St Johnstone,Morton,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,12/10/96,St Mirren,Stirling,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,15/10/96,Airdrie,St Mirren,2,2,D,,,,,,,,,,,,,,,,,,,,,
SC1,15/10/96,Stirling,St Johnstone,1,3,A,,,,,,,,,,,,,,,,,,,,,
