Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
E1,07/08/99,Birmingham,Fulham,2,2,D,0,1,A,,,,,,,,,,,
E1,07/08/99,Blackburn,Port Vale,0,0,D,0,0,D,,,,,,,,,,,
E1,07/08/99,Charlton,Barnsley,3,1,H,2,0,H,,,,,,,,,,,
E1,07/08/99,Crystal Palace,Crewe,1,1,D,0,0,D,,,,,,,,,,,
E1,07/08/99,Grimsby,Stockport,0,1,A,0,0,D,,,,,,,,,,,
E1,07/08/99,Ipswich,Nott'm Forest,3,1,H,2,0,H,,,,,,,,,,,
E1,07/08/99,Portsmouth,Sheffield United,2,0,H,1,0,H,,,,,,,,,,,
E1,07/08/99,QPR,Huddersfield,3,1,H,2,0,H,,,,,,,,,,,
E1,07/08/99,Tranmere,Bolton,0,0,D,0,0,D,,,,,,,,,,,
E1,07/08/99,Walsall,Swindon,0,0,D,0,0,D,,,,,,,,,,,
E1,07/08/99,West Brom,Norwich,1,1,D,0,0,D,,,,,,,,,,,
E1,08/08/99,Man City,Wolves,0,1,A,0,1,A,,,,,,,,,,,
E1,13/08/99,Huddersfield,Blackburn,3,2,H,1,0,H,,,,,,,,,,,
E1,14/08/99,Barnsley,Crystal Palace,2,3,A,1,1,D,,,,,,,,,,,
E1,14/08/99,Bolton,QPR,2,1,H,1,1,D,,,,,,,,,,,
E1,14/08/99,Fulham,Man City,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,14/08/99,Norwich,Birmingham,0,1,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,14/08/99,Nott'm Forest,Grimsby,2,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,14/08/99,Port Vale,West Brom,1,2,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,14/08/99,Sheffield United,Walsall,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,14/08/99,Stockport,Tranmere,2,1,H,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,14/08/99,Wolves,Portsmouth,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,15/08/99,Swindon,Ipswich,1,4,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,20/08/99,West Brom,Nott'm Forest,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,21/08/99,Birmingham,Port Vale,4,2,H,3,2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,21/08/99,Blackburn,Barnsley,1,2,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,21/08/99,Charlton,Norwich,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,21/08/99,Crystal Palace,Swindon,1,2,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
