day,date,home_team,result,away_team
Sunday,April 2,Houston,5-2,COL
Saturday,April 8,COL,3-1,Columbus
Saturday,April 15,COL,2-2,FC Dallas
Saturday,April 29,COL,0-1,Houston
Saturday,May 6,COL,2-1,D.C. United
Saturday,May 13,Columbus,1-0,COL
Saturday,May 20,LA Galaxy,0-1,COL
Saturday,May 27,Real Salt Lake,2-2,COL
Wednesday,May 31,COL,1-0,LA Galaxy
Saturday,June 3,Chivas USA,4-1,COL
Friday,June 9,COL,1-0,Real Salt Lake
Wednesday,June 21,COL,1-1,Chivas USA
Saturday,June 24,FC Dallas,1-0,COL
Tuesday,July 4,COL,3-2,New England
Saturday,July 8,COL,1-0,Sporting KC
Friday,July 14,NY Red Bulls,1-0,COL
Thursday,July 20,COL,3-3,Chivas USA
Wednesday,July 26,COL,1-0,Houston
Saturday,July 29,FC Dallas,4-1,COL
Wednesday,August 9,COL,1-4,Real Salt Lake
Saturday,August 12,COL,1-0,LA Galaxy
Saturday,August 19,D.C. United,1-1,COL
Saturday,August 26,Chicago,1-0,COL
Wednesday,August 30,COL,0-2,FC Dallas
Saturday,September 2,Real Salt Lake,0-1,COL
Saturday,September 9,Sporting KC,4-1,COL
Wednesday,September 13,COL,1-0,Chicago
Saturday,September 16,LA Galaxy,0-0,COL
Saturday,September 23,Chivas USA,1-0,COL
Saturday,September 30,New England,3-1,COL
Saturday,October 7,COL,1-1,NY Red Bulls
Saturday,October 14,Houston,3-3,COL
