day,date,home_team,result,away_team
Sunday,April 2,DC,2-2,NY Red Bulls
Saturday,April 8,DC,2-0,Chivas USA
Saturday,April 15,DC,2-0,Houston
Saturday,April 22,NY Red Bulls,1-4,DC
Saturday,April 29,DC,1-1,FC Dallas
Saturday,May 6,Colorado,2-1,DC
Saturday,May 13,DC,2-1,Sporting KC
Saturday,May 20,Columbus,1-1,DC
Saturday,May 27,Sporting KC,1-3,DC
Wednesday,May 31,DC,5-1,Columbus
Saturday,June 3,DC,1-0,New England
Sunday,June 11,LA Galaxy,1-1,DC
Saturday,June 17,New England,1-1,DC
Wednesday,June 21,DC,1-0,Chicago
Saturday,June 24,DC,1-0,Sporting KC
Wednesday,June 28,Sporting KC,2-3,DC
Tuesday,July 4,FC Dallas,0-1,DC
Saturday,July 8,Columbus,0-1,DC
Saturday,July 15,DC,3-2,Columbus
Saturday,July 22,Chicago,1-1,DC
Saturday,July 29,Real Salt Lake,2-1,DC
Wednesday,August 16,NY Red Bulls,0-0,DC
Saturday,August 19,DC,1-1,Colorado
Saturday,August 26,DC,2-5,LA Galaxy
Sunday,September 3,Chivas USA,1-2,DC
Saturday,September 9,DC,1-1,Real Salt Lake
Wednesday,September 13,New England,1-1,DC
Sunday,September 17,Chicago,1-0,DC
Saturday,September 23,DC,4-3,NY Red Bulls
Saturday,September 30,Houston,1-0,DC
Saturday,October 7,DC,1-2,New England
Sunday,October 15,DC,2-3,Chicago
