day,date,home_team,result,away_team
Sunday,April 2,D.C. United,2-2,RBNY
Saturday,April 8,RBNY,0-0,New England
Saturday,April 15,Real Salt Lake,1-1,RBNY
Saturday,April 22,RBNY,1-4,D.C. United
Saturday,April 29,Chivas USA,0-0,RBNY
Saturday,May 13,RBNY,1-1,Chicago
Saturday,May 20,RBNY,5-4,Chivas USA
Wednesday,May 24,RBNY,1-2,FC Dallas
Saturday,June 3,Sporting KC,1-1,RBNY
Saturday,June 10,RBNY,1-1,Houston
Saturday,June 17,RBNY,2-1,LA Galaxy
Sunday,June 25,Chicago,2-0,RBNY
Wednesday,June 28,RBNY,0-0,Columbus
Saturday,July 1,New England,3-2,RBNY
Tuesday,July 4,LA Galaxy,1-0,RBNY
Saturday,July 8,FC Dallas,2-1,RBNY
Friday,July 14,RBNY,1-0,Colorado
Wednesday,July 19,Columbus,0-2,RBNY
Saturday,July 22,RBNY,1-0,Sporting KC
Saturday,July 29,Houston,1-1,RBNY
Wednesday,August 16,RBNY,0-0,D.C. United
Saturday,August 19,Columbus,1-0,RBNY
Saturday,August 26,RBNY,6-0,Real Salt Lake
Wednesday,August 30,Sporting KC,2-2,RBNY
Sunday,September 3,Chicago,2-1,RBNY
Saturday,September 9,New England,1-0,RBNY
Saturday,September 16,RBNY,1-0,Columbus
Wednesday,September 20,RBNY,0-2,New England
Saturday,September 23,D.C. United,4-3,RBNY
Saturday,September 30,RBNY,1-0,Chicago
Saturday,October 7,Colorado,1-1,RBNY
Saturday,October 14,RBNY,3-2,Sporting KC
