day,date,home_team,result,away_team
Sunday,April 2,CHV,3-0,Real Salt Lake
Saturday,April 8,D.C. United,2-0,CHV
Saturday,April 15,CHV,1-2,LA Galaxy
Saturday,April 29,CHV,0-0,NY Red Bulls
Saturday,May 13,New England,3-1,CHV
Saturday,May 20,NY Red Bulls,5-4,CHV
Saturday,May 27,CHV,1-0,Chicago
Saturday,June 3,CHV,4-1,Colorado
Thursday,June 8,LA Galaxy,1-2,CHV
Sunday,June 11,FC Dallas,2-1,CHV
Sunday,June 18,CHV,2-0,Columbus
Wednesday,June 21,Colorado,1-1,CHV
Saturday,June 24,Columbus,1-1,CHV
Wednesday,June 28,CHV,1-1,Houston
Saturday,July 1,CHV,3-0,FC Dallas
Tuesday,July 4,Real Salt Lake,0-0,CHV
Saturday,July 8,Houston,3-1,CHV
Saturday,July 15,CHV,0-0,LA Galaxy
Thursday,July 20,Colorado,3-3,CHV
Wednesday,July 26,Real Salt Lake,3-3,CHV
Sunday,August 6,CHV,1-1,New England
Saturday,August 12,Chicago,1-2,CHV
Saturday,August 19,CHV,1-1,Sporting KC
Saturday,August 26,CHV,3-2,Houston
Sunday,September 3,CHV,1-2,D.C. United
Saturday,September 9,CHV,1-1,FC Dallas
Wednesday,September 13,FC Dallas,0-1,CHV
Sunday,September 17,Houston,0-0,CHV
Saturday,September 23,CHV,1-0,Colorado
Saturday,September 30,LA Galaxy,3-0,CHV
Saturday,October 7,Sporting KC,2-1,CHV
Sunday,October 15,CHV,1-1,Real Salt Lake
