day,date,home_team,result,away_team
Sunday,April 2,LA Galaxy,0-1,NE
Saturday,April 8,NY Red Bulls,0-0,NE
Saturday,April 15,Sporting KC,1-0,NE
Sunday,April 30,NE,1-2,Chicago
Saturday,May 6,NE,4-0,LA Galaxy
Saturday,May 13,NE,3-1,Chivas USA
Saturday,May 20,FC Dallas,4-0,NE
Saturday,May 27,NE,1-1,Houston
Saturday,June 3,D.C. United,1-0,NE
Sunday,June 11,Chicago,3-3,NE
Saturday,June 17,NE,1-1,D.C. United
Wednesday,June 21,Columbus,1-1,NE
Saturday,June 24,Real Salt Lake,0-0,NE
Wednesday,June 28,NE,1-0,FC Dallas
Saturday,July 1,NE,3-2,NY Red Bulls
Tuesday,July 4,Colorado,3-2,NE
Saturday,July 8,Chicago,1-2,NE
Friday,July 14,NE,1-3,Real Salt Lake
Saturday,July 22,Houston,1-1,NE
Saturday,July 29,Sporting KC,1-1,NE
Sunday,August 6,Chivas USA,1-1,NE
Wednesday,August 9,NE,0-0,Sporting KC
Sunday,August 20,NE,0-1,Chicago
Sunday,August 27,NE,1-0,Columbus
Saturday,September 2,Columbus,3-0,NE
Saturday,September 9,NE,1-0,NY Red Bulls
Wednesday,September 13,NE,1-1,D.C. United
Wednesday,September 20,NY Red Bulls,0-2,NE
Saturday,September 23,NE,1-1,Sporting KC
Saturday,September 30,NE,3-1,Colorado
Saturday,October 7,D.C. United,1-2,NE
Saturday,October 14,NE,1-0,Columbus
