day,date,home_team,result,away_team
Sunday,March 6,Houston,3-3,NE
Saturday,March 12,NE,0-0,D.C. United
Sunday,March 20,Philadelphia,3-0,NE
Saturday,March 26,NYCFC,1-1,NE
Friday,April 1,NE,1-0,NY Red Bulls
Saturday,April 9,NE,1-1,Toronto FC
Sunday,April 17,Orlando,2-2,NE
Saturday,April 23,D.C. United,3-0,NE
Wednesday,April 27,NE,1-1,Portland
Saturday,April 30,NE,2-2,Orlando
Sunday,May 8,LA Galaxy,4-2,NE
Saturday,May 14,NE,2-0,Chicago
Saturday,May 21,NE,2-4,FC Dallas
Saturday,May 28,Seattle,2-1,NE
Saturday,June 18,Vancouver,1-2,NE
Saturday,June 25,D.C. United,2-0,NE
Saturday,July 2,Montreal,3-2,NE
Wednesday,July 6,NE,0-1,NYCFC
Saturday,July 9,NE,3-1,Columbus
Saturday,July 16,Real Salt Lake,0-0,NE
Saturday,July 23,NE,1-0,Chicago
Sunday,July 31,Orlando,3-1,NE
Saturday,August 6,Toronto FC,4-1,NE
Saturday,August 13,NE,0-4,Philadelphia
Saturday,August 20,NE,0-2,Columbus
Wednesday,August 24,San Jose,0-0,NE
Sunday,August 28,NY Red Bulls,1-0,NE
Saturday,September 3,NE,2-0,Colorado
Saturday,September 10,NE,3-1,NYCFC
Saturday,September 17,Montreal,1-3,NE
Sunday,September 25,Columbus,2-0,NE
Saturday,October 1,NE,3-1,Sporting KC
Sunday,October 16,Chicago,2-1,NE
Sunday,October 23,NE,3-0,Montreal
