day,date,home_team,result,away_team
Sunday,March 6,POR,2-1,Columbus
Sunday,March 13,San Jose,2-1,POR
Saturday,March 19,POR,2-2,Real Salt Lake
Sunday,April 3,Orlando,4-1,POR
Sunday,April 10,LA Galaxy,1-1,POR
Wednesday,April 13,POR,1-3,FC Dallas
Saturday,April 16,POR,3-1,San Jose
Wednesday,April 27,New England,1-1,POR
Sunday,May 1,POR,2-1,Toronto FC
Saturday,May 7,Vancouver,2-1,POR
Wednesday,May 11,FC Dallas,2-1,POR
Sunday,May 15,POR,1-2,NYCFC
Sunday,May 22,POR,4-2,Vancouver
Saturday,May 28,Chicago,1-1,POR
Wednesday,June 1,POR,1-0,San Jose
Saturday,June 18,Real Salt Lake,2-2,POR
Sunday,June 26,POR,3-2,Houston
Monday,July 4,Colorado,0-0,POR
Sunday,July 10,NY Red Bulls,0-0,POR
Wednesday,July 13,POR,1-1,Montreal
Sunday,July 17,Seattle,3-1,POR
Saturday,July 23,POR,1-2,LA Galaxy
Sunday,July 31,Sporting KC,1-0,POR
Sunday,August 7,POR,3-0,Sporting KC
Saturday,August 13,D.C. United,2-0,POR
Sunday,August 21,Seattle,3-1,POR
Sunday,August 28,Seattle,4-2,POR
Saturday,September 3,FC Dallas,3-1,POR
Saturday,September 10,POR,1-0,Real Salt Lake
Saturday,September 17,POR,2-1,Philadelphia
Saturday,September 24,Houston,3-1,POR
Saturday,October 1,Colorado,1-0,POR
Sunday,October 16,POR,1-0,Colorado
Sunday,October 23,Vancouver,4-1,POR
