day,date,home_team,result,away_team
Sunday,March 6,LA,4-1,D.C. United
Saturday,March 12,Colorado,1-0,LA
Saturday,March 19,LA,3-1,San Jose
Saturday,April 2,Vancouver,0-0,LA
Sunday,April 10,LA,1-1,Portland
Friday,April 15,Houston,1-4,LA
Saturday,April 23,LA,5-2,Real Salt Lake
Sunday,May 1,Sporting KC,1-1,LA
Sunday,May 8,LA,4-2,New England
Wednesday,May 11,Philadelphia,2-2,LA
Sunday,May 22,LA,1-1,San Jose
Saturday,May 28,Montreal,3-2,LA
Thursday,June 2,LA,0-0,Sporting KC
Saturday,June 18,Toronto FC,1-0,LA
Wednesday,June 22,LA,0-0,Colorado
Saturday,June 25,San Jose,1-1,LA
Monday,July 4,LA,2-0,Vancouver
Saturday,July 9,Seattle,0-1,LA
Friday,July 15,LA,1-0,Houston
Saturday,July 23,Portland,1-2,LA
Sunday,July 31,Seattle,1-1,LA
Sunday,August 7,LA,2-2,NY Red Bulls
Saturday,August 13,LA,1-1,Colorado
Saturday,August 20,NYCFC,1-0,LA
Wednesday,August 24,Chicago,2-2,LA
Saturday,August 27,LA,0-0,Vancouver
Saturday,September 3,LA,2-1,Columbus
Wednesday,September 7,Real Salt Lake,3-3,LA
Sunday,September 11,LA,4-2,Orlando
Sunday,September 18,Sporting KC,2-2,LA
Sunday,September 25,Seattle,2-4,LA
Saturday,October 1,FC Dallas,1-0,LA
Sunday,October 16,Houston,0-1,LA
Sunday,October 23,LA,0-0,FC Dallas
