day,date,home_team,result,away_team
Sunday,March 6,San Jose,1-0,COL
Saturday,March 12,COL,1-0,LA Galaxy
Sunday,March 20,D.C. United,1-1,COL
Saturday,April 2,COL,1-0,Toronto FC
Saturday,April 9,Real Salt Lake,1-0,COL
Wednesday,April 13,Sporting KC,1-2,COL
Saturday,April 16,COL,2-1,NY Red Bulls
Saturday,April 23,Seattle,3-1,COL
Saturday,April 30,Montreal,2-2,COL
Saturday,May 7,COL,1-0,Real Salt Lake
Wednesday,May 11,COL,1-0,Sporting KC
Saturday,May 14,Columbus,1-1,COL
Saturday,May 21,Seattle,0-1,COL
Saturday,May 28,COL,1-1,Philadelphia
Saturday,June 18,COL,2-1,Chicago
Wednesday,June 22,LA Galaxy,0-0,COL
Monday,July 4,COL,0-0,Portland
Saturday,July 9,Vancouver,2-2,COL
Saturday,July 16,COL,1-0,Sporting KC
Saturday,July 23,COL,1-1,FC Dallas
Saturday,July 30,NYCFC,5-1,COL
Saturday,August 6,COL,2-0,Vancouver
Saturday,August 13,LA Galaxy,1-1,COL
Saturday,August 20,COL,0-0,Orlando
Friday,August 26,Real Salt Lake,2-1,COL
Saturday,September 3,New England,2-0,COL
Saturday,September 10,FC Dallas,0-1,COL
Saturday,September 17,COL,0-0,San Jose
Saturday,September 24,Vancouver,3-3,COL
Saturday,October 1,COL,1-0,Portland
Saturday,October 8,Houston,2-3,COL
Thursday,October 13,COL,2-1,San Jose
Sunday,October 16,Portland,1-0,COL
Sunday,October 23,COL,1-1,Houston
