day,date,home_team,result,away_team
Sunday,April 2,Chivas USA,3-0,RSL
Saturday,April 8,FC Dallas,2-1,RSL
Saturday,April 15,RSL,1-1,NY Red Bulls
Saturday,April 22,Houston,2-1,RSL
Saturday,April 29,RSL,2-3,LA Galaxy
Saturday,May 6,RSL,0-1,Columbus
Saturday,May 13,LA Galaxy,0-3,RSL
Saturday,May 20,RSL,2-1,Sporting KC
Saturday,May 27,RSL,2-2,Colorado
Saturday,June 3,RSL,3-1,Chicago
Friday,June 9,Colorado,1-0,RSL
Saturday,June 17,Houston,2-1,RSL
Saturday,June 24,RSL,0-0,New England
Wednesday,June 28,Chicago,2-1,RSL
Tuesday,July 4,RSL,0-0,Chivas USA
Saturday,July 8,LA Galaxy,2-0,RSL
Friday,July 14,New England,1-3,RSL
Saturday,July 22,RSL,0-1,FC Dallas
Wednesday,July 26,RSL,3-3,Chivas USA
Saturday,July 29,RSL,2-1,D.C. United
Wednesday,August 9,Colorado,1-4,RSL
Wednesday,August 16,Columbus,1-2,RSL
Saturday,August 19,RSL,3-1,Houston
Saturday,August 26,NY Red Bulls,6-0,RSL
Wednesday,August 30,RSL,1-0,LA Galaxy
Saturday,September 2,RSL,0-1,Colorado
Saturday,September 9,D.C. United,1-1,RSL
Saturday,September 16,RSL,3-2,FC Dallas
Saturday,September 23,FC Dallas,2-1,RSL
Saturday,September 30,Sporting KC,3-3,RSL
Saturday,October 7,RSL,1-1,Houston
Sunday,October 15,Chivas USA,1-1,RSL
