day,date,home_team,result,away_team
Sunday,April 2,LA,0-1,New England
Saturday,April 8,LA,1-1,Chicago
Saturday,April 15,Chivas USA,1-2,LA
Saturday,April 22,LA,0-1,Columbus
Saturday,April 29,Real Salt Lake,2-3,LA
Saturday,May 6,New England,4-0,LA
Wednesday,May 10,FC Dallas,1-0,LA
Saturday,May 13,LA,0-3,Real Salt Lake
Saturday,May 20,LA,0-1,Colorado
Wednesday,May 31,Colorado,1-0,LA
Saturday,June 3,Houston,2-1,LA
Thursday,June 8,LA,1-2,Chivas USA
Sunday,June 11,LA,1-1,D.C. United
Saturday,June 17,NY Red Bulls,2-1,LA
Saturday,June 24,LA,0-0,Houston
Saturday,July 1,Sporting KC,0-2,LA
Tuesday,July 4,LA,1-0,NY Red Bulls
Saturday,July 8,LA,2-0,Real Salt Lake
Saturday,July 15,Chivas USA,0-0,LA
Saturday,July 22,Columbus,1-1,LA
Wednesday,August 9,Houston,0-1,LA
Saturday,August 12,Colorado,1-0,LA
Sunday,August 20,LA,2-0,FC Dallas
Saturday,August 26,D.C. United,2-5,LA
Wednesday,August 30,Real Salt Lake,1-0,LA
Saturday,September 2,LA,2-1,Sporting KC
Sunday,September 10,LA,1-2,Houston
Saturday,September 16,LA,0-0,Colorado
Saturday,September 23,Chicago,2-1,LA
Saturday,September 30,LA,3-0,Chivas USA
Saturday,October 7,FC Dallas,2-1,LA
Saturday,October 14,LA,5-2,FC Dallas
