day,date,home_team,result,away_team
Saturday,April 1,DAL,3-2,Chicago
Saturday,April 8,DAL,2-1,Real Salt Lake
Saturday,April 15,Colorado,2-2,DAL
Sunday,April 23,DAL,2-1,Sporting KC
Saturday,April 29,D.C. United,1-1,DAL
Saturday,May 6,Houston,4-3,DAL
Wednesday,May 10,DAL,1-0,LA Galaxy
Saturday,May 13,DAL,1-1,Houston
Saturday,May 20,DAL,4-0,New England
Wednesday,May 24,NY Red Bulls,1-2,DAL
Saturday,June 3,DAL,1-2,Columbus
Sunday,June 11,DAL,2-1,Chivas USA
Saturday,June 24,DAL,1-0,Colorado
Wednesday,June 28,New England,1-0,DAL
Saturday,July 1,Chivas USA,3-0,DAL
Tuesday,July 4,DAL,0-1,D.C. United
Saturday,July 8,DAL,2-1,NY Red Bulls
Saturday,July 15,Chicago,2-3,DAL
Saturday,July 22,Real Salt Lake,0-1,DAL
Saturday,July 29,DAL,4-1,Colorado
Saturday,August 12,Houston,1-0,DAL
Sunday,August 20,LA Galaxy,2-0,DAL
Sunday,August 27,Sporting KC,1-0,DAL
Wednesday,August 30,Colorado,0-2,DAL
Saturday,September 2,DAL,1-0,Houston
Saturday,September 9,Chivas USA,1-1,DAL
Wednesday,September 13,DAL,0-1,Chivas USA
Saturday,September 16,Real Salt Lake,3-2,DAL
Saturday,September 23,DAL,2-1,Real Salt Lake
Saturday,September 30,Columbus,3-1,DAL
Saturday,October 7,DAL,2-1,LA Galaxy
Saturday,October 14,LA Galaxy,5-2,DAL
