day,date,home_team,result,away_team
Saturday,March 28,LA Galaxy,3-2,RBNY
Saturday,April 4,Sporting KC,2-0,RBNY
Saturday,April 11,RBNY,2-3,LA Galaxy
Friday,April 17,Chicago,0-1,RBNY
Saturday,April 25,RBNY,4-3,San Jose
Sunday,May 3,Tampa Bay Mutiny,0-1,RBNY
Wednesday,May 6,RBNY,0-1,FC Dallas
Saturday,May 9,D.C. United,2-0,RBNY
Saturday,May 16,RBNY,4-3,D.C. United
Saturday,May 23,RBNY,4-2,Fusion
Sunday,May 31,New England,1-2,RBNY
Wednesday,June 3,RBNY,1-2,Tampa Bay Mutiny
Sunday,June 7,Fusion,1-2,RBNY
Saturday,June 13,RBNY,3-1,Fusion
Saturday,June 20,Columbus,2-1,RBNY
Wednesday,June 24,RBNY,5-3,New England
Saturday,July 4,Colorado,1-0,RBNY
Saturday,July 11,RBNY,1-2,Tampa Bay Mutiny
Sunday,July 19,RBNY,3-0,Columbus
Saturday,July 25,RBNY,3-2,Chicago
Wednesday,July 29,RBNY,3-2,Sporting KC
Sunday,August 9,San Jose,5-1,RBNY
Wednesday,August 12,RBNY,3-1,Columbus
Saturday,August 15,Fusion,3-1,RBNY
Tuesday,August 18,RBNY,4-1,Colorado
Saturday,August 22,D.C. United,2-1,RBNY
Saturday,August 29,FC Dallas,2-0,RBNY
Wednesday,September 2,RBNY,0-2,New England
Sunday,September 6,Columbus,4-3,RBNY
Sunday,September 13,Tampa Bay Mutiny,2-1,RBNY
Wednesday,September 16,RBNY,0-5,D.C. United
Saturday,September 26,New England,0-1,RBNY
