day,date,home_team,result,away_team
Saturday,March 21,FC Dallas,2-1,COL
Saturday,March 28,San Jose,2-3,COL
Saturday,April 4,COL,0-1,LA Galaxy
Saturday,April 11,D.C. United,4-3,COL
Sunday,April 19,COL,3-0,Tampa Bay Mutiny
Saturday,April 25,COL,5-4,Chicago
Saturday,May 2,Fusion,3-2,COL
Wednesday,May 6,LA Galaxy,7-4,COL
Saturday,May 9,COL,2-3,San Jose
Saturday,May 16,FC Dallas,2-1,COL
Saturday,May 23,Chicago,5-0,COL
Thursday,May 28,COL,3-0,Fusion
Sunday,May 31,COL,2-1,Sporting KC
Saturday,June 6,COL,2-0,San Jose
Thursday,June 18,LA Galaxy,2-1,COL
Thursday,June 25,COL,3-1,D.C. United
Saturday,July 4,COL,1-0,NY Red Bulls
Saturday,July 11,COL,2-1,New England
Sunday,July 19,Sporting KC,4-1,COL
Saturday,July 25,Tampa Bay Mutiny,2-3,COL
Wednesday,July 29,New England,1-3,COL
Wednesday,August 5,COL,1-6,LA Galaxy
Saturday,August 8,Sporting KC,3-1,COL
Saturday,August 15,COL,0-1,FC Dallas
Tuesday,August 18,NY Red Bulls,4-1,COL
Friday,August 21,COL,0-2,Chicago
Saturday,August 29,San Jose,1-3,COL
Wednesday,September 2,COL,3-2,Sporting KC
Sunday,September 13,Chicago,3-1,COL
Wednesday,September 16,Columbus,2-4,COL
Saturday,September 19,COL,2-1,Columbus
Saturday,September 26,COL,3-1,FC Dallas
