day,date,home_team,result,away_team
Saturday,March 21,D.C. United,3-2,SKC
Saturday,April 4,SKC,2-0,NY Red Bulls
Wednesday,April 8,SKC,1-0,Chicago
Saturday,April 11,Fusion,2-1,SKC
Saturday,April 18,SKC,1-2,LA Galaxy
Saturday,April 25,FC Dallas,3-1,SKC
Wednesday,April 29,SKC,0-2,LA Galaxy
Wednesday,May 13,Tampa Bay Mutiny,2-1,SKC
Saturday,May 16,New England,1-3,SKC
Wednesday,May 20,FC Dallas,1-2,SKC
Saturday,May 23,SKC,0-1,San Jose
Wednesday,May 27,SKC,2-1,Columbus
Sunday,May 31,Colorado,2-1,SKC
Saturday,June 6,SKC,1-0,Tampa Bay Mutiny
Wednesday,June 24,Chicago,4-1,SKC
Wednesday,July 1,SKC,1-0,New England
Saturday,July 4,LA Galaxy,2-0,SKC
Saturday,July 11,SKC,2-0,FC Dallas
Sunday,July 19,SKC,4-1,Colorado
Saturday,July 25,San Jose,2-1,SKC
Wednesday,July 29,NY Red Bulls,3-2,SKC
Saturday,August 8,SKC,3-1,Colorado
Thursday,August 13,LA Galaxy,3-0,SKC
Sunday,August 16,Columbus,5-3,SKC
Sunday,August 23,SKC,2-0,Fusion
Wednesday,August 26,SKC,1-2,D.C. United
Saturday,August 29,SKC,2-3,Chicago
Wednesday,September 2,Colorado,3-2,SKC
Saturday,September 5,SKC,5-1,San Jose
Thursday,September 17,Chicago,1-0,SKC
Saturday,September 19,SKC,0-1,FC Dallas
Sunday,September 27,San Jose,2-0,SKC
