day,date,home_team,result,away_team
Sunday,March 29,D.C. United,2-1,NE
Saturday,April 4,Fusion,2-1,NE
Saturday,April 11,Columbus,3-2,NE
Saturday,April 18,NE,2-1,D.C. United
Saturday,April 25,NE,3-0,Fusion
Sunday,May 3,San Jose,1-3,NE
Sunday,May 10,NE,4-3,Tampa Bay Mutiny
Wednesday,May 13,D.C. United,3-2,NE
Saturday,May 16,NE,1-3,Sporting KC
Friday,May 22,NE,0-2,Columbus
Sunday,May 31,NE,1-2,NY Red Bulls
Sunday,June 7,LA Galaxy,5-1,NE
Sunday,June 14,NE,1-3,Chicago
Wednesday,June 24,NY Red Bulls,5-3,NE
Saturday,June 27,NE,3-4,FC Dallas
Wednesday,July 1,Sporting KC,1-0,NE
Saturday,July 4,Tampa Bay Mutiny,2-3,NE
Saturday,July 11,Colorado,2-1,NE
Wednesday,July 15,NE,0-1,D.C. United
Saturday,July 18,FC Dallas,1-3,NE
Sunday,July 26,NE,1-2,Fusion
Wednesday,July 29,NE,1-3,Colorado
Wednesday,August 5,NE,3-0,San Jose
Saturday,August 8,Columbus,6-1,NE
Friday,August 14,Tampa Bay Mutiny,1-2,NE
Saturday,August 22,NE,1-5,LA Galaxy
Sunday,August 30,Fusion,3-2,NE
Wednesday,September 2,NY Red Bulls,0-2,NE
Saturday,September 12,NE,2-0,Columbus
Saturday,September 19,NE,3-0,Tampa Bay Mutiny
Wednesday,September 23,Chicago,3-2,NE
Saturday,September 26,NE,0-1,NY Red Bulls
