day,date,home_team,result,away_team
Saturday,April 3,SKC,0-0,Chicago
Saturday,April 17,SKC,1-0,Columbus
Saturday,April 24,FC Dallas,1-0,SKC
Saturday,May 1,SKC,2-0,Colorado
Saturday,May 8,SKC,2-2,Chicago
Saturday,May 15,D.C. United,1-0,SKC
Saturday,May 22,SKC,2-0,FC Dallas
Sunday,May 30,NY Red Bulls,1-0,SKC
Wednesday,June 2,SKC,2-3,New England
Saturday,June 5,LA Galaxy,1-2,SKC
Wednesday,June 9,Colorado,0-1,SKC
Saturday,June 12,Columbus,2-2,SKC
Saturday,June 19,New England,1-3,SKC
Saturday,June 26,San Jose,1-1,SKC
Saturday,July 3,SKC,5-1,FC Dallas
Saturday,July 10,SKC,1-0,D.C. United
Saturday,July 17,FC Dallas,0-1,SKC
Saturday,July 24,SKC,2-2,LA Galaxy
Wednesday,July 28,SKC,1-2,NY Red Bulls
Saturday,August 14,SKC,0-2,San Jose
Wednesday,August 18,Columbus,2-1,SKC
Saturday,August 21,New England,1-2,SKC
Wednesday,September 1,Chicago,3-1,SKC
Saturday,September 4,SKC,1-0,NY Red Bulls
Friday,September 10,Colorado,3-1,SKC
Saturday,September 18,SKC,1-0,San Jose
Saturday,September 25,SKC,1-0,Colorado
Saturday,October 2,LA Galaxy,1-1,SKC
Saturday,October 9,San Jose,0-0,SKC
Saturday,October 16,SKC,1-0,LA Galaxy
