day,date,home_team,result,away_team
Saturday,April 3,DAL,1-1,Colorado
Saturday,April 17,Chicago,0-2,DAL
Saturday,April 24,DAL,1-0,Sporting KC
Saturday,May 1,Columbus,0-0,DAL
Saturday,May 8,DAL,1-3,LA Galaxy
Saturday,May 15,DAL,1-2,San Jose
Saturday,May 22,Sporting KC,2-0,DAL
Saturday,May 29,LA Galaxy,4-1,DAL
Saturday,June 5,NY Red Bulls,0-2,DAL
Saturday,June 12,DAL,3-1,New England
Saturday,June 19,Colorado,1-1,DAL
Saturday,June 26,DAL,1-1,D.C. United
Saturday,July 3,Sporting KC,5-1,DAL
Wednesday,July 7,San Jose,1-2,DAL
Saturday,July 10,DAL,0-0,Columbus
Saturday,July 17,DAL,0-1,Sporting KC
Saturday,July 24,DAL,5-1,D.C. United
Wednesday,July 28,Columbus,2-1,DAL
Saturday,August 7,DAL,1-0,Colorado
Wednesday,August 11,DAL,0-3,New England
Sunday,August 15,NY Red Bulls,0-1,DAL
Saturday,August 21,San Jose,3-0,DAL
Saturday,August 28,DAL,4-1,Chicago
Saturday,September 4,Colorado,2-1,DAL
Saturday,September 11,D.C. United,3-0,DAL
Saturday,September 18,DAL,2-0,LA Galaxy
Saturday,September 25,DAL,0-2,NY Red Bulls
Saturday,October 2,New England,2-0,DAL
Saturday,October 9,LA Galaxy,2-0,DAL
Saturday,October 16,DAL,2-2,San Jose
