day,date,home_team,result,away_team
Saturday,April 3,Sporting KC,0-0,CHI
Saturday,April 10,San Jose,0-0,CHI
Saturday,April 17,CHI,0-2,FC Dallas
Saturday,April 24,D.C. United,0-1,CHI
Saturday,May 1,CHI,3-0,NY Red Bulls
Saturday,May 8,Sporting KC,2-2,CHI
Saturday,May 15,NY Red Bulls,1-1,CHI
Sunday,May 23,CHI,1-3,Columbus
Saturday,May 29,CHI,1-0,Colorado
Saturday,June 5,CHI,3-0,D.C. United
Saturday,June 12,LA Galaxy,3-2,CHI
Saturday,June 19,CHI,1-1,San Jose
Sunday,June 27,CHI,0-1,LA Galaxy
Saturday,July 3,Columbus,2-0,CHI
Sunday,July 11,CHI,1-1,New England
Wednesday,July 14,New England,3-1,CHI
Saturday,July 17,CHI,1-1,NY Red Bulls
Saturday,July 24,NY Red Bulls,2-1,CHI
Wednesday,July 28,Colorado,2-0,CHI
Wednesday,August 11,CHI,2-1,San Jose
Saturday,August 14,CHI,0-3,Colorado
Saturday,August 21,LA Galaxy,1-1,CHI
Saturday,August 28,FC Dallas,4-1,CHI
Wednesday,September 1,CHI,3-1,Sporting KC
Saturday,September 4,CHI,3-1,D.C. United
Saturday,September 18,D.C. United,3-1,CHI
Saturday,September 25,CHI,2-0,New England
Saturday,October 2,Columbus,3-3,CHI
Wednesday,October 6,CHI,0-1,Columbus
Saturday,October 16,New England,2-1,CHI
