day,date,home_team,result,away_team
Saturday,April 3,CLB,1-3,NY Red Bulls
Saturday,April 17,Sporting KC,1-0,CLB
Saturday,April 24,LA Galaxy,2-0,CLB
Saturday,May 1,CLB,0-0,FC Dallas
Saturday,May 8,D.C. United,1-1,CLB
Saturday,May 15,CLB,1-0,New England
Sunday,May 23,Chicago,1-3,CLB
Saturday,May 29,CLB,1-0,San Jose
Sunday,June 6,New England,1-2,CLB
Saturday,June 12,CLB,2-2,Sporting KC
Saturday,June 19,D.C. United,3-1,CLB
Saturday,June 26,CLB,1-2,Colorado
Saturday,July 3,CLB,2-0,Chicago
Saturday,July 10,FC Dallas,0-0,CLB
Saturday,July 17,CLB,1-1,New England
Saturday,July 24,Colorado,0-0,CLB
Wednesday,July 28,CLB,2-1,FC Dallas
Saturday,August 7,New England,2-2,CLB
Saturday,August 14,LA Galaxy,0-0,CLB
Wednesday,August 18,CLB,2-1,Sporting KC
Saturday,August 21,CLB,2-2,D.C. United
Sunday,August 29,NY Red Bulls,1-1,CLB
Saturday,September 4,CLB,3-1,LA Galaxy
Wednesday,September 8,San Jose,0-1,CLB
Saturday,September 18,CLB,4-2,NY Red Bulls
Saturday,September 25,CLB,1-0,D.C. United
Saturday,October 2,CLB,3-3,Chicago
Wednesday,October 6,Chicago,0-1,CLB
Saturday,October 9,NY Red Bulls,1-1,CLB
Saturday,October 16,Colorado,1-1,CLB
