day,date,home_team,result,away_team
Saturday,April 3,FC Dallas,1-1,COL
Saturday,April 17,COL,1-1,LA Galaxy
Saturday,April 24,COL,1-0,San Jose
Saturday,May 1,Sporting KC,2-0,COL
Friday,May 7,COL,0-0,New England
Saturday,May 15,LA Galaxy,1-1,COL
Saturday,May 22,COL,2-1,D.C. United
Saturday,May 29,Chicago,1-0,COL
Wednesday,June 9,COL,0-1,Sporting KC
Saturday,June 12,D.C. United,0-0,COL
Saturday,June 19,COL,1-1,FC Dallas
Saturday,June 26,Columbus,1-2,COL
Wednesday,June 30,NY Red Bulls,2-3,COL
Sunday,July 4,COL,1-0,New England
Saturday,July 10,LA Galaxy,2-0,COL
Wednesday,July 14,COL,0-0,LA Galaxy
Saturday,July 17,San Jose,3-1,COL
Saturday,July 24,COL,0-0,Columbus
Wednesday,July 28,COL,2-0,Chicago
Saturday,August 7,FC Dallas,1-0,COL
Wednesday,August 11,D.C. United,3-1,COL
Saturday,August 14,Chicago,0-3,COL
Saturday,August 21,COL,1-0,NY Red Bulls
Saturday,August 28,San Jose,0-0,COL
Saturday,September 4,COL,2-1,FC Dallas
Friday,September 10,COL,3-1,Sporting KC
Saturday,September 18,New England,6-1,COL
Saturday,September 25,Sporting KC,1-0,COL
Saturday,October 2,COL,1-1,San Jose
Saturday,October 16,COL,1-1,Columbus
