day,date,home_team,result,away_team
Sunday,March 6,DAL,2-0,Philadelphia
Saturday,March 12,Houston,5-0,DAL
Saturday,March 19,DAL,2-0,Montreal
Saturday,March 26,D.C. United,0-3,DAL
Saturday,April 2,DAL,1-1,Columbus
Saturday,April 9,DAL,2-2,San Jose
Wednesday,April 13,Portland,1-3,DAL
Sunday,April 17,DAL,2-1,Sporting KC
Saturday,April 23,Vancouver,3-0,DAL
Friday,April 29,NY Red Bulls,4-0,DAL
Saturday,May 7,Toronto FC,1-0,DAL
Wednesday,May 11,DAL,2-1,Portland
Saturday,May 14,Seattle,2-0,DAL
Saturday,May 21,New England,2-4,DAL
Saturday,May 28,San Jose,0-0,DAL
Thursday,June 2,DAL,1-1,Houston
Sunday,June 19,Sporting KC,2-0,DAL
Saturday,June 25,DAL,2-0,Real Salt Lake
Monday,July 4,DAL,4-0,Orlando
Friday,July 8,San Jose,0-1,DAL
Wednesday,July 13,Seattle,5-0,DAL
Saturday,July 16,DAL,3-1,Chicago
Saturday,July 23,Colorado,1-1,DAL
Sunday,July 31,DAL,2-0,Vancouver
Saturday,August 13,DAL,2-2,Sporting KC
Saturday,August 20,Real Salt Lake,1-0,DAL
Saturday,August 27,Houston,1-3,DAL
Saturday,September 3,DAL,3-1,Portland
Saturday,September 10,DAL,0-1,Colorado
Saturday,September 17,NYCFC,2-2,DAL
Saturday,September 24,Real Salt Lake,0-0,DAL
Saturday,October 1,DAL,1-0,LA Galaxy
Sunday,October 16,Seattle,2-1,DAL
Sunday,October 23,LA Galaxy,0-0,DAL
