day,date,home_team,result,away_team
Sunday,March 6,SJ,1-0,Colorado
Sunday,March 13,SJ,2-1,Portland
Saturday,March 19,LA Galaxy,3-1,SJ
Saturday,April 2,SJ,1-1,D.C. United
Saturday,April 9,FC Dallas,2-2,SJ
Wednesday,April 13,SJ,2-0,NY Red Bulls
Saturday,April 16,Portland,3-1,SJ
Sunday,April 24,SJ,1-0,Sporting KC
Saturday,April 30,Philadelphia,1-1,SJ
Saturday,May 7,Seattle,2-0,SJ
Wednesday,May 11,SJ,3-1,Houston
Sunday,May 22,LA Galaxy,1-1,SJ
Saturday,May 28,SJ,0-0,FC Dallas
Wednesday,June 1,Portland,1-0,SJ
Saturday,June 18,Orlando,2-2,SJ
Saturday,June 25,SJ,1-1,LA Galaxy
Friday,July 1,Chicago,1-0,SJ
Friday,July 8,SJ,0-1,FC Dallas
Saturday,July 16,SJ,2-1,Toronto FC
Friday,July 22,Real Salt Lake,1-1,SJ
Sunday,July 31,Houston,1-1,SJ
Friday,August 5,SJ,0-0,NYCFC
Friday,August 12,Vancouver,1-2,SJ
Friday,August 19,SJ,1-2,Houston
Wednesday,August 24,SJ,0-0,New England
Saturday,August 27,Columbus,2-0,SJ
Saturday,September 10,Seattle,1-1,SJ
Saturday,September 17,Colorado,0-0,SJ
Saturday,September 24,SJ,1-2,Sporting KC
Wednesday,September 28,Montreal,3-1,SJ
Saturday,October 1,SJ,2-1,Real Salt Lake
Thursday,October 13,Colorado,2-1,SJ
Sunday,October 16,SJ,0-0,Vancouver
Sunday,October 23,Sporting KC,2-0,SJ
